Call Sign = ZSDA,	Ship Name = SA Agulhas,	Lloyds Num = 0
Date = 02/05/2017,	Time = 00:31,	
Latitude = 39 15.62  S,	Longitude = 013 08.90  E
Instr = Sippican Deep Blue,	Card Type = Sippican MK-21,	
Wind Instr = ,	Measur Method = 
Probe Serial Num = -1,	Ship Dir = -1,	Ship Speed = -1.00
Wind Dir = 182,	Wind Speed = 33.00
Dry Bulb Temp = 11.70,	Total Water Depth = -1.00

Full Resolution Values
Depth,	 Temp
0.67,	17.3900
1.34,	17.6600
2.01,	17.7300
2.68,	17.7400
3.34,	17.7500
4.01,	17.7500
4.68,	17.7500
5.35,	17.7500
6.02,	17.7500
6.69,	17.7600
7.36,	17.7600
8.03,	17.7600
8.69,	17.7600
9.36,	17.7600
10.03,	17.7600
10.70,	17.7600
11.37,	17.7600
12.04,	17.7600
12.70,	17.7600
13.37,	17.7500
14.04,	17.7500
14.71,	17.7500
15.38,	17.7500
16.05,	17.7600
16.71,	17.7500
17.38,	17.7600
18.05,	17.7600
18.72,	17.7500
19.38,	17.7600
20.05,	17.7600
20.72,	17.7600
21.39,	17.7600
22.06,	17.7600
22.72,	17.7600
23.39,	17.7700
24.06,	17.7600
24.73,	17.7600
25.39,	17.7600
26.06,	17.7700
26.73,	17.7700
27.40,	17.7600
28.06,	17.7600
28.73,	17.7600
29.40,	17.7700
30.06,	17.7600
30.73,	17.7600
31.40,	17.7600
32.06,	17.7600
32.73,	17.7500
33.40,	17.7600
34.07,	17.7600
34.73,	17.7600
35.40,	17.7600
36.07,	17.7600
36.73,	17.7600
37.40,	17.7600
38.07,	17.7600
38.73,	17.7600
39.40,	17.7600
40.06,	17.7600
40.73,	17.7600
41.40,	17.7700
42.06,	17.7700
42.73,	17.7700
43.40,	17.7600
44.06,	17.7600
44.73,	17.7700
45.39,	17.7700
46.06,	17.7700
46.73,	17.7700
47.39,	17.7800
48.06,	17.7800
48.72,	17.7800
49.39,	17.7700
50.06,	17.7600
50.72,	17.7500
51.39,	17.7200
52.05,	17.6300
52.72,	17.5300
53.38,	17.4800
54.05,	17.4600
54.71,	17.4700
55.38,	17.4800
56.05,	17.4800
56.71,	17.4600
57.38,	17.3700
58.04,	17.2600
58.71,	17.1600
59.37,	17.1000
60.04,	17.0400
60.70,	17.0000
61.37,	16.9800
62.03,	16.9500
62.70,	16.9200
63.36,	16.8900
64.03,	16.8000
64.69,	16.6500
65.36,	16.5500
66.02,	16.5100
66.69,	16.4800
67.35,	16.4500
68.01,	16.3800
68.68,	16.2300
69.34,	15.9000
70.01,	15.4900
70.67,	15.2800
71.34,	15.1700
72.00,	15.0900
72.66,	15.0000
73.33,	14.9300
73.99,	14.9000
74.66,	14.9000
75.32,	14.9100
75.98,	14.9000
76.65,	14.8900
77.31,	14.8600
77.98,	14.8300
78.64,	14.7800
79.30,	14.7400
79.97,	14.6800
80.63,	14.6100
81.30,	14.5900
81.96,	14.5800
82.62,	14.5300
83.29,	14.5100
83.95,	14.4700
84.61,	14.4400
85.28,	14.4200
85.94,	14.4200
86.60,	14.3600
87.27,	14.2700
87.93,	14.2100
88.59,	14.1600
89.26,	14.0800
89.92,	14.0400
90.58,	14.0200
91.24,	14.0300
91.91,	14.0500
92.57,	14.0600
93.23,	14.0400
93.90,	14.0200
94.56,	13.9800
95.22,	13.9200
95.88,	13.8800
96.55,	13.8500
97.21,	13.7900
97.87,	13.6900
98.53,	13.6200
99.20,	13.6100
99.86,	13.6000
100.52,	13.6000
101.18,	13.6000
101.85,	13.5900
102.51,	13.5800
103.17,	13.5600
103.83,	13.5400
104.49,	13.4900
105.16,	13.4600
105.82,	13.4400
106.48,	13.4300
107.14,	13.4000
107.80,	13.3300
108.47,	13.2500
109.13,	13.2000
109.79,	13.1800
110.45,	13.1700
111.11,	13.1600
111.77,	13.1300
112.44,	13.1000
113.10,	13.0900
113.76,	13.0700
114.42,	13.0500
115.08,	13.0500
115.74,	13.0400
116.40,	13.0200
117.06,	13.0100
117.73,	13.0000
118.39,	12.9700
119.05,	12.9200
119.71,	12.8900
120.37,	12.9200
121.03,	13.0000
121.69,	13.0400
122.35,	13.0600
123.01,	13.0500
123.67,	13.0500
124.33,	13.0400
125.00,	13.0200
125.66,	12.9900
126.32,	12.9700
126.98,	12.9800
127.64,	13.0000
128.30,	13.0300
128.96,	13.0400
129.62,	13.0400
130.28,	13.0500
130.94,	13.0500
131.60,	13.0600
132.26,	13.0300
132.92,	12.9500
133.58,	12.9100
134.24,	12.9000
134.90,	12.9000
135.56,	12.8500
136.22,	12.7400
136.88,	12.6500
137.54,	12.5800
138.20,	12.5600
138.86,	12.5500
139.52,	12.5500
140.18,	12.5500
140.84,	12.5500
141.50,	12.5600
142.16,	12.5600
142.82,	12.5600
143.48,	12.5600
144.14,	12.5700
144.79,	12.5700
145.45,	12.5700
146.11,	12.5800
146.77,	12.6300
147.43,	12.6900
148.09,	12.7400
148.75,	12.7400
149.41,	12.7300
150.07,	12.7200
150.73,	12.7200
151.39,	12.7300
152.04,	12.7700
152.70,	12.8100
153.36,	12.8300
154.02,	12.8200
154.68,	12.7800
155.34,	12.7400
156.00,	12.7200
156.65,	12.7000
157.31,	12.7000
157.97,	12.7400
158.63,	12.7800
159.29,	12.8400
159.95,	12.9100
160.60,	12.9400
161.26,	12.9500
161.92,	12.9500
162.58,	12.9400
163.24,	12.9100
163.90,	12.8800
164.55,	12.8100
165.21,	12.7700
165.87,	12.7600
166.53,	12.7500
167.18,	12.7500
167.84,	12.7500
168.50,	12.7700
169.16,	12.8000
169.82,	12.8100
170.47,	12.8000
171.13,	12.7900
171.79,	12.7700
172.44,	12.7500
173.10,	12.7200
173.76,	12.6900
174.42,	12.6600
175.07,	12.6300
175.73,	12.6000
176.39,	12.5800
177.05,	12.5800
177.70,	12.5700
178.36,	12.5700
179.02,	12.5700
179.67,	12.5700
180.33,	12.5700
180.99,	12.5700
181.64,	12.5600
182.30,	12.5400
182.96,	12.5200
183.61,	12.4900
184.27,	12.4500
184.93,	12.4300
185.58,	12.4100
186.24,	12.4000
186.90,	12.3900
187.55,	12.3900
188.21,	12.3900
188.87,	12.3800
189.52,	12.3800
190.18,	12.3600
190.83,	12.3500
191.49,	12.3400
192.15,	12.3400
192.80,	12.3400
193.46,	12.3500
194.11,	12.3600
194.77,	12.3600
195.43,	12.3700
196.08,	12.3800
196.74,	12.3800
197.39,	12.3700
198.05,	12.3400
198.70,	12.3200
199.36,	12.3000
200.02,	12.2600
200.67,	12.2400
201.33,	12.2300
201.98,	12.2200
202.64,	12.2100
203.29,	12.2000
203.95,	12.1900
204.60,	12.1800
205.26,	12.1700
205.91,	12.1700
206.57,	12.1600
207.22,	12.1500
207.88,	12.1400
208.53,	12.1300
209.19,	12.1300
209.84,	12.1200
210.50,	12.1100
211.15,	12.1100
211.81,	12.1300
212.46,	12.1600
213.12,	12.1700
213.77,	12.1700
214.43,	12.1700
215.08,	12.1800
215.74,	12.1700
216.39,	12.1600
217.04,	12.1200
217.70,	12.0500
218.35,	11.9800
219.01,	11.9400
219.66,	11.9000
220.32,	11.7900
220.97,	11.7100
221.62,	11.6700
222.28,	11.6500
222.93,	11.6400
223.59,	11.6200
224.24,	11.6000
224.89,	11.6000
225.55,	11.6000
226.20,	11.6000
226.85,	11.5800
227.51,	11.5300
228.16,	11.4900
228.81,	11.4700
229.47,	11.4500
230.12,	11.4300
230.78,	11.4200
231.43,	11.4100
232.08,	11.4100
232.74,	11.4200
233.39,	11.4200
234.04,	11.4200
234.69,	11.4200
235.35,	11.4200
236.00,	11.4200
236.65,	11.4100
237.31,	11.4100
237.96,	11.4100
238.61,	11.4000
239.27,	11.3900
239.92,	11.3700
240.57,	11.3500
241.22,	11.3400
241.88,	11.3500
242.53,	11.3700
243.18,	11.3800
243.83,	11.3800
244.49,	11.3600
245.14,	11.3300
245.79,	11.2700
246.44,	11.2100
247.10,	11.1900
247.75,	11.1700
248.40,	11.1700
249.05,	11.1700
249.70,	11.1700
250.36,	11.1800
251.01,	11.1800
251.66,	11.1700
252.31,	11.1700
252.96,	11.1600
253.62,	11.1600
254.27,	11.1500
254.92,	11.1400
255.57,	11.1300
256.22,	11.1100
256.88,	11.1000
257.53,	11.0800
258.18,	11.0700
258.83,	11.0600
259.48,	11.0600
260.13,	11.0500
260.78,	11.0300
261.44,	11.0200
262.09,	11.0200
262.74,	11.0100
263.39,	11.0100
264.04,	11.0000
264.69,	10.9900
265.34,	10.9900
265.99,	10.9800
266.64,	11.0000
267.29,	11.0200
267.95,	11.0000
268.60,	10.9800
269.25,	10.9600
269.90,	10.9400
270.55,	10.9300
271.20,	10.9300
271.85,	10.9200
272.50,	10.9200
273.15,	10.9000
273.80,	10.8800
274.45,	10.8600
275.10,	10.8500
275.75,	10.8300
276.40,	10.8100
277.05,	10.8100
277.70,	10.8100
278.35,	10.8100
279.00,	10.8100
279.65,	10.8000
280.30,	10.7800
280.95,	10.7600
281.60,	10.7500
282.25,	10.7400
282.90,	10.7300
283.55,	10.7200
284.20,	10.7200
284.85,	10.7200
285.50,	10.7200
286.15,	10.7200
286.80,	10.7100
287.45,	10.7100
288.10,	10.7100
288.75,	10.7000
289.40,	10.7000
290.05,	10.7000
290.70,	10.6700
291.35,	10.6500
292.00,	10.6300
292.64,	10.6300
293.29,	10.6300
293.94,	10.6300
294.59,	10.6200
295.24,	10.6200
295.89,	10.6100
296.54,	10.6000
297.19,	10.6000
297.84,	10.5900
298.49,	10.5900
299.13,	10.6000
299.78,	10.5900
300.43,	10.5800
301.08,	10.5900
301.73,	10.6000
302.38,	10.6000
303.02,	10.5900
303.67,	10.5700
304.32,	10.5700
304.97,	10.5600
305.62,	10.5600
306.27,	10.5600
306.91,	10.5600
307.56,	10.5600
308.21,	10.5600
308.86,	10.5600
309.51,	10.5500
310.15,	10.5300
310.80,	10.5100
311.45,	10.5000
312.10,	10.4900
312.75,	10.4800
313.39,	10.4800
314.04,	10.4700
314.69,	10.4700
315.34,	10.4700
315.98,	10.4500
316.63,	10.4300
317.28,	10.4200
317.93,	10.4200
318.57,	10.4200
319.22,	10.4200
319.87,	10.4300
320.52,	10.4300
321.16,	10.4300
321.81,	10.4400
322.46,	10.4800
323.10,	10.5200
323.75,	10.5600
324.40,	10.5600
325.04,	10.5600
325.69,	10.5600
326.34,	10.5600
326.99,	10.5600
327.63,	10.5500
328.28,	10.5500
328.93,	10.5400
329.57,	10.5400
