Call Sign = ZSDA,	Ship Name = SA Agulhas,	Lloyds Num = 0
Date = 02/04/2017,	Time = 17:30,	
Latitude = 39 48.79  S,	Longitude = 014 16.73  E
Instr = Sippican Deep Blue,	Card Type = Sippican MK-21,	
Wind Instr = ,	Measur Method = 
Probe Serial Num = -1,	Ship Dir = -1,	Ship Speed = -1.00
Wind Dir = 239,	Wind Speed = 43.00
Dry Bulb Temp = 11.80,	Total Water Depth = -1.00

Full Resolution Values
Depth,	 Temp
0.67,	14.1000
1.34,	14.2300
2.01,	14.2700
2.68,	14.2800
3.34,	14.2900
4.01,	14.2900
4.68,	14.2800
5.35,	14.2900
6.02,	14.2800
6.69,	14.2900
7.36,	14.2900
8.03,	14.2800
8.69,	14.2600
9.36,	14.2800
10.03,	14.2800
10.70,	14.3000
11.37,	14.3100
12.04,	14.3100
12.70,	14.3200
13.37,	14.3400
14.04,	14.3500
14.71,	14.3500
15.38,	14.3600
16.05,	14.3500
16.71,	14.3500
17.38,	14.3600
18.05,	14.3600
18.72,	14.3500
19.38,	14.3500
20.05,	14.3500
20.72,	14.3500
21.39,	14.3500
22.06,	14.3500
22.72,	14.3500
23.39,	14.3500
24.06,	14.3500
24.73,	14.3500
25.39,	14.3500
26.06,	14.3600
26.73,	14.3600
27.40,	14.3600
28.06,	14.3500
28.73,	14.3400
29.40,	14.3400
30.06,	14.3500
30.73,	14.3500
31.40,	14.3500
32.06,	14.3500
32.73,	14.3500
33.40,	14.3400
34.07,	14.3300
34.73,	14.3300
35.40,	14.3300
36.07,	14.3200
36.73,	14.3300
37.40,	14.3300
38.07,	14.3300
38.73,	14.3300
39.40,	14.3300
40.06,	14.3300
40.73,	14.3300
41.40,	14.3200
42.06,	14.3100
42.73,	14.3100
43.40,	14.3200
44.06,	14.3100
44.73,	14.2900
45.39,	14.2900
46.06,	14.2800
46.73,	14.2700
47.39,	14.2700
48.06,	14.2800
48.72,	14.2900
49.39,	14.2900
50.06,	14.2800
50.72,	14.2900
51.39,	14.2900
52.05,	14.2800
52.72,	14.2800
53.38,	14.2700
54.05,	14.2700
54.71,	14.2600
55.38,	14.2700
56.05,	14.2600
56.71,	14.2700
57.38,	14.2700
58.04,	14.2700
58.71,	14.2700
59.37,	14.2600
60.04,	14.2500
60.70,	14.2400
61.37,	14.2400
62.03,	14.2400
62.70,	14.2400
63.36,	14.2400
64.03,	14.2400
64.69,	14.2400
65.36,	14.2500
66.02,	14.2400
66.69,	14.2400
67.35,	14.2400
68.01,	14.2500
68.68,	14.2900
69.34,	14.3700
70.01,	14.2800
70.67,	14.0900
71.34,	13.9400
72.00,	13.8200
72.66,	13.7400
73.33,	13.6500
73.99,	13.5800
74.66,	13.5500
75.32,	13.5300
75.98,	13.5100
76.65,	13.4800
77.31,	13.4800
77.98,	13.4800
78.64,	13.4700
79.30,	13.4600
79.97,	13.4200
80.63,	13.4000
81.30,	13.3900
81.96,	13.3700
82.62,	13.3300
83.29,	13.2900
83.95,	13.2700
84.61,	13.2500
85.28,	13.2300
85.94,	13.2100
86.60,	13.1700
87.27,	13.1400
87.93,	13.1200
88.59,	13.1100
89.26,	13.1000
89.92,	13.1000
90.58,	13.1100
91.24,	13.1100
91.91,	13.1000
92.57,	13.1100
93.23,	13.1100
93.90,	13.1000
94.56,	13.0800
95.22,	13.0500
95.88,	13.0100
96.55,	12.9900
97.21,	12.9700
97.87,	12.9600
98.53,	12.9500
99.20,	12.9400
99.86,	12.9300
100.52,	12.9300
101.18,	12.9100
101.85,	12.8900
102.51,	12.8700
103.17,	12.8700
103.83,	12.9100
104.49,	12.9500
105.16,	12.9700
105.82,	12.9900
106.48,	13.0000
107.14,	13.0000
107.80,	12.9900
108.47,	12.9700
109.13,	12.9600
109.79,	12.9500
110.45,	12.9500
111.11,	12.9400
111.77,	12.9200
112.44,	12.8900
113.10,	12.8700
113.76,	12.8700
114.42,	12.8600
115.08,	12.8500
115.74,	12.8400
116.40,	12.8000
117.06,	12.7600
117.73,	12.7300
118.39,	12.7100
119.05,	12.7000
119.71,	12.6900
120.37,	12.6900
121.03,	12.6900
121.69,	12.6800
122.35,	12.6700
123.01,	12.6400
123.67,	12.6300
124.33,	12.6300
125.00,	12.6200
125.66,	12.6300
126.32,	12.6300
126.98,	12.6300
127.64,	12.6500
128.30,	12.6400
128.96,	12.6000
129.62,	12.5400
130.28,	12.4700
130.94,	12.3900
131.60,	12.3300
132.26,	12.2700
132.92,	12.2400
133.58,	12.2400
134.24,	12.2800
134.90,	12.3600
135.56,	12.4200
136.22,	12.4700
136.88,	12.5200
137.54,	12.5600
138.20,	12.5800
138.86,	12.5800
139.52,	12.5900
140.18,	12.5800
140.84,	12.5600
141.50,	12.5500
142.16,	12.5200
142.82,	12.5000
143.48,	12.5000
144.14,	12.4900
144.79,	12.5000
145.45,	12.5100
146.11,	12.5200
146.77,	12.5400
147.43,	12.5400
148.09,	12.5500
148.75,	12.5600
149.41,	12.5500
150.07,	12.5500
150.73,	12.5400
151.39,	12.5400
152.04,	12.5600
152.70,	12.5600
153.36,	12.5600
154.02,	12.5600
154.68,	12.5700
155.34,	12.5900
156.00,	12.6100
156.65,	12.6000
157.31,	12.6000
157.97,	12.6000
158.63,	12.6100
159.29,	12.6300
159.95,	12.6400
160.60,	12.6400
161.26,	12.6400
161.92,	12.6400
162.58,	12.6400
163.24,	12.6100
163.90,	12.5400
164.55,	12.4800
165.21,	12.4400
165.87,	12.4300
166.53,	12.4500
167.18,	12.4700
167.84,	12.4800
168.50,	12.5000
169.16,	12.5000
169.82,	12.5000
170.47,	12.5100
171.13,	12.5200
171.79,	12.5100
172.44,	12.5000
173.10,	12.5000
173.76,	12.5000
174.42,	12.4900
175.07,	12.4700
175.73,	12.4600
176.39,	12.4400
177.05,	12.4000
177.70,	12.3600
178.36,	12.3400
179.02,	12.3200
179.67,	12.3200
180.33,	12.3200
180.99,	12.3400
181.64,	12.3500
182.30,	12.3500
182.96,	12.3400
183.61,	12.3100
184.27,	12.2700
184.93,	12.2300
185.58,	12.1800
186.24,	12.0900
186.90,	12.0000
187.55,	11.9600
188.21,	11.9500
188.87,	11.9400
189.52,	11.9400
190.18,	11.9400
190.83,	11.9400
191.49,	11.9400
192.15,	11.9400
192.80,	11.9500
193.46,	11.9400
194.11,	11.9400
194.77,	11.9400
195.43,	11.9400
196.08,	11.9700
196.74,	12.0400
197.39,	12.1000
198.05,	12.1100
198.70,	12.1000
199.36,	12.1000
200.02,	12.1000
200.67,	12.0900
201.33,	12.0700
201.98,	12.0600
202.64,	12.0400
203.29,	12.0200
203.95,	12.0100
204.60,	12.0000
205.26,	11.9900
205.91,	12.0000
206.57,	12.0000
207.22,	11.9900
207.88,	11.9900
208.53,	11.9900
209.19,	11.9800
209.84,	11.9800
210.50,	11.9700
211.15,	11.9700
211.81,	11.9600
212.46,	11.9500
213.12,	11.9100
213.77,	11.8700
214.43,	11.8500
215.08,	11.8300
215.74,	11.7900
216.39,	11.7000
217.04,	11.5700
217.70,	11.4500
218.35,	11.3700
219.01,	11.2700
219.66,	11.1900
220.32,	11.1500
220.97,	11.1300
221.62,	11.1100
222.28,	11.0900
222.93,	11.0800
223.59,	11.0700
224.24,	11.0700
224.89,	11.0600
225.55,	11.0500
226.20,	11.0400
226.85,	11.0400
227.51,	11.0400
228.16,	11.0400
228.81,	11.0500
229.47,	11.0500
230.12,	11.0500
230.78,	11.0500
231.43,	11.0500
232.08,	11.0600
232.74,	11.0500
233.39,	11.0100
234.04,	10.9800
234.69,	10.9500
235.35,	10.9300
236.00,	10.9200
236.65,	10.9100
237.31,	10.9000
237.96,	10.8900
238.61,	10.8800
239.27,	10.8700
239.92,	10.8600
240.57,	10.8600
241.22,	10.8600
241.88,	10.8600
242.53,	10.8600
243.18,	10.8600
243.83,	10.8600
244.49,	10.8500
245.14,	10.8600
245.79,	10.8600
246.44,	10.8700
247.10,	10.8800
247.75,	10.8700
248.40,	10.8700
249.05,	10.8600
249.70,	10.8400
250.36,	10.8200
251.01,	10.7900
251.66,	10.7300
252.31,	10.6400
252.96,	10.5900
253.62,	10.5700
254.27,	10.5400
254.92,	10.5000
255.57,	10.4300
256.22,	10.3600
256.88,	10.3300
257.53,	10.2900
258.18,	10.2600
258.83,	10.2400
259.48,	10.2400
260.13,	10.2300
260.78,	10.2200
261.44,	10.2200
262.09,	10.2300
262.74,	10.2400
263.39,	10.2400
264.04,	10.2400
264.69,	10.2300
265.34,	10.2200
265.99,	10.2100
266.64,	10.2000
267.29,	10.2000
267.95,	10.1900
268.60,	10.1700
269.25,	10.1700
269.90,	10.1700
270.55,	10.1900
271.20,	10.2300
271.85,	10.2900
272.50,	10.3500
273.15,	10.3700
273.80,	10.3800
274.45,	10.3800
275.10,	10.3800
275.75,	10.3700
276.40,	10.3600
277.05,	10.3500
277.70,	10.3500
278.35,	10.3600
279.00,	10.3600
279.65,	10.3600
280.30,	10.3700
280.95,	10.3700
281.60,	10.3700
282.25,	10.3600
282.90,	10.3600
283.55,	10.3700
284.20,	10.3900
284.85,	10.4000
285.50,	10.4000
286.15,	10.4100
286.80,	10.4200
287.45,	10.5200
288.10,	10.6100
288.75,	10.6500
289.40,	10.6500
290.05,	10.6500
290.70,	10.6500
291.35,	10.6400
292.00,	10.6400
292.64,	10.6400
293.29,	10.6400
293.94,	10.6400
294.59,	10.6200
295.24,	10.5800
295.89,	10.5100
296.54,	10.4600
297.19,	10.4100
297.84,	10.3600
298.49,	10.3400
299.13,	10.3100
299.78,	10.2900
300.43,	10.2800
301.08,	10.2800
301.73,	10.2700
302.38,	10.2600
303.02,	10.2400
303.67,	10.2100
304.32,	10.1800
304.97,	10.1800
305.62,	10.1800
306.27,	10.1800
306.91,	10.1800
307.56,	10.1800
308.21,	10.1700
308.86,	10.1500
309.51,	10.1500
310.15,	10.1400
310.80,	10.1000
311.45,	10.0100
312.10,	9.9300
312.75,	9.8300
313.39,	9.7700
314.04,	9.7300
314.69,	9.7100
315.34,	9.7000
315.98,	9.6900
316.63,	9.6800
317.28,	9.6800
317.93,	9.6700
318.57,	9.6600
319.22,	9.6500
319.87,	9.6500
320.52,	9.6400
321.16,	9.6200
321.81,	9.6200
322.46,	9.6500
323.10,	9.6700
323.75,	9.6800
324.40,	9.6700
325.04,	9.6500
325.69,	9.6000
326.34,	9.5300
326.99,	9.5000
327.63,	9.4900
328.28,	9.4800
328.93,	9.4700
329.57,	9.4600
