Call Sign = ZSDA,	Ship Name = SA Agulhas,	Lloyds Num = 0
Date = 01/31/2017,	Time = 18:36,	
Latitude = 55 34.34  S,	Longitude = 000 00.39  W
872.61,	1.9000
873.22,	1.9000
873.83,	1.9000
874.44,	1.9000
875.04,	1.9000
875.65,	1.9000
876.26,	1.9000
876.87,	1.9000
877.47,	1.8900
878.08,	1.8800
878.69,	1.8800
879.29,	1.8800
879.90,	1.8800
880.51,	1.8800
881.12,	1.8700
881.72,	1.8700
882.33,	1.8700
882.94,	1.8700
883.54,	1.8700
884.15,	1.8700
884.76,	1.8700
885.36,	1.8700
885.97,	1.8700
886.58,	1.8700
887.18,	1.8700
887.79,	1.8700
888.40,	1.8700
889.00,	1.8700
889.61,	1.8700
890.22,	1.8700
890.82,	1.8800
891.43,	1.8800
892.03,	1.8800
892.64,	1.8800
893.25,	1.8800
893.85,	1.8800
894.46,	1.8900
895.06,	1.8900
895.67,	1.8900
896.28,	1.8900
896.88,	1.8900
897.49,	1.8900
898.09,	1.9000
898.70,	1.9000
899.30,	1.9000
899.91,	1.9000
900.52,	1.9000
901.12,	1.8900
901.73,	1.8900
902.33,	1.8900
902.94,	1.8900
903.54,	1.8900
904.15,	1.8900
904.75,	1.8900
905.36,	1.8900
905.96,	1.8900
906.57,	1.8900
907.17,	1.8900
907.78,	1.8900
908.38,	1.8900
908.99,	1.8900
909.59,	1.8800
910.20,	1.8800
910.80,	1.8700
911.41,	1.8600
912.01,	1.8600
912.62,	1.8500
913.22,	1.8500
913.83,	1.8500
914.43,	1.8500
915.03,	1.8500
915.64,	1.8500
916.24,	1.8400
916.85,	1.8400
917.45,	1.8400
918.06,	1.8500
918.66,	1.8400
919.26,	1.8400
919.87,	1.8400
920.47,	1.8400
921.08,	1.8400
921.68,	1.8400
922.28,	1.8400
922.89,	1.8400
923.49,	1.8400
924.10,	1.8400
924.70,	1.8400
925.30,	1.8400
925.91,	1.8400
926.51,	1.8400
927.11,	1.8400
927.72,	1.8400
928.32,	1.8400
928.92,	1.8400
929.53,	1.8400
930.13,	1.8400
930.74,	1.8400
931.34,	1.8500
931.94,	1.8500
932.54,	1.8500
933.15,	1.8500
933.75,	1.8500
934.35,	1.8500
934.96,	1.8400
935.56,	1.8400
936.16,	1.8500
936.77,	1.8500
937.37,	1.8400
937.97,	1.8400
938.57,	1.8400
939.18,	1.8400
939.78,	1.8400
940.38,	1.8400
940.98,	1.8400
941.59,	1.8300
942.19,	1.8400
942.79,	1.8400
943.39,	1.8300
944.00,	1.8400
944.60,	1.8400
945.20,	1.8400
945.80,	1.8400
946.40,	1.8500
947.01,	1.8500
947.61,	1.8500
948.21,	1.8500
948.81,	1.8400
949.41,	1.8500
950.02,	1.8500
950.62,	1.8500
951.22,	1.8500
951.82,	1.8500
952.42,	1.8500
953.02,	1.8500
953.63,	1.9500
954.23,	2.9300
954.83,	5.8900
955.43,	10.1600
956.03,	13.0400
956.63,	14.2400
957.24,	14.9600
957.84,	15.5000
958.44,	15.9700
959.04,	16.3800
959.64,	16.7600
960.24,	17.1500
960.84,	18.2700
961.44,	22.9500
962.04,	31.2600
962.64,	35.5000
963.25,	35.5000
963.85,	35.5000
964.45,	35.5000
965.05,	35.5000
965.65,	35.5000
966.25,	35.5000
966.85,	35.5000
967.45,	35.5000
968.05,	35.5000
968.65,	35.5000
969.25,	35.5000
969.85,	35.5000
970.45,	35.5000
971.05,	35.5000
971.65,	35.5000
972.25,	35.5000
972.85,	35.5000
973.45,	35.5000
974.05,	35.5000
974.65,	35.5000
975.25,	35.5000
975.85,	35.5000
976.45,	35.5000
977.05,	35.5000
977.65,	35.5000
978.25,	35.5000
978.85,	35.5000
979.45,	35.5000
980.05,	35.5000
980.65,	35.5000
981.25,	35.5000
981.85,	35.5000
982.45,	35.5000
983.05,	9.0000
983.65,	-2.5200
984.25,	-2.5200
984.85,	-2.5200
985.45,	-2.5200
986.04,	-2.5200
986.64,	-2.5200
987.24,	-2.5200
987.84,	-2.5200
988.44,	-2.5200
989.04,	-2.5200
989.64,	-2.5200
990.24,	-2.5200
990.84,	-2.5200
991.44,	-2.5200
992.03,	-2.5200
992.63,	-2.5200
993.23,	3.9700
993.83,	35.5000
994.43,	35.5000
995.03,	35.5000
995.63,	35.5000
996.22,	35.5000
996.82,	35.5000
997.42,	35.5000
998.02,	35.5000
998.62,	35.5000
999.21,	35.5000
999.81,	35.5000
1000.41,	35.5000
