Call Sign = ZSDA,	Ship Name = SA Agulhas,	Lloyds Num = 0
Date = 01/31/2017,	Time = 14:09,	
Latitude = 53 34.88  S,	Longitude = 000 00.10  W
323.10,	1.7800
323.75,	1.7800
324.40,	1.7800
325.04,	1.7800
325.69,	1.7900
326.34,	1.7800
326.99,	1.7900
327.63,	1.7900
328.28,	1.7900
328.93,	1.8000
329.57,	1.7900
330.22,	1.7900
330.86,	1.7900
331.51,	1.7900
332.16,	1.7900
332.80,	1.7900
333.45,	1.8000
334.10,	1.8000
334.74,	1.8000
335.39,	1.8000
336.03,	1.8000
336.68,	1.8000
337.33,	1.8000
337.97,	1.8000
338.62,	1.8000
339.26,	1.8000
339.91,	1.8000
340.56,	1.8000
341.20,	1.8000
341.85,	1.8000
342.49,	1.8000
343.14,	1.8000
343.78,	1.8000
344.43,	1.8100
345.08,	1.8000
345.72,	1.8000
346.37,	1.8000
347.01,	1.8000
347.66,	1.8100
348.30,	1.8000
348.95,	1.8000
349.59,	1.8000
350.24,	1.8000
350.88,	1.8000
351.53,	1.8100
352.17,	1.8100
352.82,	1.8100
353.46,	1.8100
354.11,	1.8100
354.75,	1.8100
355.40,	1.8100
356.04,	1.8100
356.69,	1.8100
357.33,	1.8100
357.98,	1.8100
358.62,	1.8000
359.27,	1.8100
359.91,	1.8100
360.55,	1.8100
361.20,	1.8000
361.84,	1.8100
362.49,	1.8100
363.13,	1.8000
363.78,	1.8100
364.42,	1.8100
365.06,	1.8100
365.71,	1.8100
366.35,	1.8100
367.00,	1.8100
367.64,	1.8100
368.28,	1.8000
368.93,	1.8000
369.57,	1.8000
370.22,	1.8000
370.86,	1.8000
371.50,	1.8100
372.15,	1.8000
372.79,	1.8000
373.43,	1.8000
374.08,	1.8000
374.72,	1.8000
375.36,	1.8000
376.01,	1.8000
376.65,	1.8000
377.29,	1.8000
377.94,	1.8000
378.58,	1.8000
379.22,	1.8000
379.87,	1.8000
380.51,	1.8000
381.15,	1.8100
381.79,	1.8000
382.44,	1.8000
383.08,	1.8000
383.72,	1.8000
384.37,	1.8000
385.01,	1.8000
385.65,	1.8000
386.29,	1.8000
386.94,	1.8000
387.58,	1.8000
388.22,	1.8000
388.86,	1.8000
389.51,	1.8000
390.15,	1.8000
390.79,	1.8000
391.43,	1.8000
392.08,	1.8000
392.72,	1.8000
393.36,	1.8000
394.00,	1.8000
394.64,	1.8000
395.29,	1.8000
395.93,	1.8000
396.57,	1.8000
397.21,	1.8100
397.85,	1.8000
398.50,	1.8000
399.14,	1.8100
399.78,	1.8000
400.42,	1.8000
401.06,	1.8000
401.70,	1.8000
402.34,	1.8000
402.99,	1.8000
403.63,	1.8000
404.27,	1.8000
404.91,	1.8000
405.55,	1.8000
406.19,	1.8000
406.83,	1.8000
407.48,	1.8100
408.12,	1.8000
408.76,	1.8000
409.40,	1.8000
410.04,	1.8000
410.68,	1.8000
411.32,	1.8000
411.96,	1.8000
412.60,	1.8000
413.24,	1.8000
413.88,	1.8000
414.52,	1.8000
415.17,	1.8000
415.81,	1.8000
416.45,	1.8000
417.09,	1.8000
417.73,	1.8000
418.37,	1.8000
419.01,	1.7900
419.65,	1.8000
420.29,	1.8000
420.93,	1.8000
421.57,	1.8000
422.21,	1.8000
422.85,	1.7900
423.49,	1.7900
424.13,	1.7900
424.77,	1.7900
425.41,	1.8000
426.05,	1.8000
426.69,	1.7900
427.33,	1.7900
427.97,	1.7900
428.61,	1.7900
429.25,	1.8000
429.89,	1.8000
430.53,	1.8000
431.17,	1.7900
431.80,	1.7900
432.44,	1.7900
433.08,	1.7900
433.72,	1.8000
434.36,	1.7900
435.00,	1.8000
435.64,	1.8000
436.28,	1.7900
436.92,	1.7900
437.56,	1.7900
438.20,	1.7900
438.84,	1.7900
439.47,	1.7900
440.11,	1.7900
440.75,	1.7900
441.39,	1.7900
442.03,	1.7900
442.67,	1.7900
443.31,	1.7900
443.95,	1.7800
444.58,	1.7800
445.22,	1.7900
445.86,	1.7900
446.50,	1.7900
447.14,	1.7900
447.78,	1.7900
448.41,	1.7800
449.05,	1.7900
449.69,	1.7900
450.33,	1.7900
450.97,	1.7800
451.60,	1.7800
452.24,	1.7800
452.88,	1.7800
453.52,	1.7900
454.16,	1.7900
454.79,	1.7800
455.43,	1.7800
456.07,	1.7800
456.71,	1.7900
457.35,	1.7900
457.98,	1.7800
458.62,	1.7800
459.26,	1.7800
459.90,	1.7900
460.53,	1.7800
461.17,	1.7800
461.81,	1.7800
462.44,	1.7800
463.08,	1.7800
463.72,	1.7800
464.36,	1.7800
464.99,	1.7800
465.63,	1.7800
466.27,	1.7800
466.90,	1.7800
467.54,	1.7800
468.18,	1.7800
468.81,	1.7800
469.45,	1.7800
470.09,	1.7800
470.72,	1.7700
471.36,	1.7700
472.00,	1.7700
472.63,	1.7800
473.27,	1.7700
473.91,	1.7700
474.54,	1.7700
475.18,	1.7700
475.82,	1.7700
476.45,	1.7700
477.09,	1.7700
477.73,	1.7700
478.36,	1.7700
479.00,	1.7700
479.63,	1.7700
480.27,	1.7700
480.91,	1.7700
481.54,	1.7700
482.18,	1.7700
482.81,	1.7700
483.45,	1.7700
484.08,	1.7700
484.72,	1.7700
485.36,	1.7700
485.99,	1.7700
486.63,	1.7700
487.26,	1.7700
487.90,	1.7700
488.53,	1.7600
489.17,	1.7700
489.80,	1.7700
490.44,	1.7600
491.07,	1.7700
491.71,	1.7600
492.34,	1.7700
492.98,	1.7600
493.62,	1.7600
494.25,	1.7600
494.89,	1.7700
495.52,	1.7700
496.15,	1.7600
496.79,	1.7600
497.42,	1.7600
498.06,	1.7600
498.69,	1.7600
499.33,	1.7600
499.96,	1.7600
500.60,	1.7500
501.23,	1.7600
501.87,	1.7600
502.50,	1.7600
503.14,	1.7600
503.77,	1.7600
504.40,	1.7600
505.04,	1.7600
505.67,	1.7600
506.31,	1.7600
506.94,	1.7600
507.57,	1.7600
508.21,	1.7600
508.84,	1.7600
509.48,	1.7600
510.11,	1.7500
510.74,	1.7500
511.38,	1.7500
512.01,	1.7500
512.65,	1.7500
513.28,	1.7500
513.91,	1.7500
514.55,	1.7500
515.18,	1.7500
515.81,	1.7400
516.45,	1.7400
517.08,	1.7300
517.71,	1.7300
518.35,	1.7300
518.98,	1.7300
519.61,	1.7300
520.25,	1.7300
520.88,	1.7400
521.51,	1.7400
522.15,	1.7400
522.78,	1.7400
523.41,	1.7400
524.04,	1.7400
524.68,	1.7400
525.31,	1.7400
525.94,	1.7300
526.58,	1.7300
527.21,	1.7300
527.84,	1.7300
528.47,	1.7300
529.11,	1.7200
529.74,	1.7200
530.37,	1.7200
531.00,	1.7200
531.64,	1.7200
532.27,	1.7100
532.90,	1.7100
533.53,	1.7100
534.17,	1.7100
534.80,	1.7100
535.43,	1.7100
536.06,	1.7100
536.69,	1.7100
537.33,	1.7100
537.96,	1.7100
538.59,	1.7100
539.22,	1.7100
539.85,	1.7200
540.48,	1.7200
541.12,	1.7200
541.75,	1.7200
542.38,	1.7200
543.01,	1.7100
543.64,	1.7100
544.27,	1.7100
544.91,	1.7100
545.54,	1.7100
546.17,	1.7100
546.80,	1.7000
547.43,	1.7100
548.06,	1.7100
548.69,	1.7000
549.32,	1.7000
549.95,	1.7100
550.59,	1.7100
551.22,	1.7100
551.85,	1.7100
552.48,	1.7100
553.11,	1.7100
553.74,	1.7100
554.37,	1.7100
555.00,	1.7100
555.63,	1.7100
556.26,	1.7100
556.89,	1.7100
557.52,	1.7100
558.15,	1.7100
558.78,	1.7100
559.42,	1.7100
560.05,	1.7100
560.68,	1.7100
561.31,	1.7100
561.94,	1.7100
562.57,	1.7100
563.20,	1.7100
563.83,	1.7100
564.46,	1.7100
565.09,	1.7200
565.72,	1.7200
566.35,	1.7200
566.98,	1.7100
567.61,	1.7100
568.24,	1.7100
568.87,	1.7100
569.50,	1.7100
570.12,	1.7100
570.75,	1.7100
571.38,	1.7100
572.01,	1.7100
572.64,	1.7100
573.27,	1.7100
573.90,	1.7100
574.53,	1.7100
575.16,	1.7100
575.79,	1.7100
576.42,	1.7100
577.05,	1.7000
577.68,	1.7100
578.31,	1.7100
578.93,	1.7000
579.56,	1.7000
580.19,	1.7000
580.82,	1.7000
581.45,	1.7000
582.08,	1.6900
582.71,	1.6900
583.34,	1.6900
583.97,	1.6800
584.59,	1.6900
585.22,	1.6900
585.85,	1.6800
586.48,	1.6800
587.11,	1.6800
587.74,	1.6800
588.36,	1.6800
588.99,	1.6800
589.62,	1.6800
590.25,	1.6800
590.88,	1.6800
591.50,	1.6800
592.13,	1.6800
592.76,	1.6800
593.39,	1.6800
594.02,	1.6800
594.64,	1.6800
595.27,	1.6800
595.90,	1.6800
596.53,	1.6800
597.16,	1.6800
597.78,	1.6800
598.41,	1.6800
599.04,	1.6800
599.67,	1.6800
600.29,	1.6800
600.92,	1.6800
601.55,	1.6800
602.18,	1.6800
602.80,	1.6800
603.43,	1.6700
604.06,	1.6700
604.68,	1.6700
605.31,	1.6700
605.94,	1.6700
606.57,	1.6700
607.19,	1.6700
607.82,	1.6700
608.45,	1.6700
609.07,	1.6700
609.70,	1.6700
610.33,	1.6700
610.95,	1.6700
611.58,	1.6700
612.21,	1.6700
612.83,	1.6700
613.46,	1.6700
614.09,	1.6600
614.71,	1.6600
615.34,	1.6600
615.97,	1.6600
616.59,	1.6600
617.22,	1.6600
617.84,	1.6600
618.47,	1.6600
619.10,	1.6600
619.72,	1.6600
620.35,	1.6600
620.97,	1.6600
621.60,	1.6600
622.23,	1.6600
622.85,	1.6600
623.48,	1.6600
624.10,	1.6600
624.73,	1.6600
625.35,	1.6600
625.98,	1.6600
626.61,	1.6600
627.23,	1.6600
627.86,	1.6600
628.48,	1.6500
629.11,	1.6500
629.73,	1.6500
630.36,	1.6500
630.98,	1.6600
631.61,	1.6500
632.23,	1.6600
632.86,	1.6600
633.48,	1.6500
634.11,	1.6500
634.73,	1.6500
635.36,	1.6500
635.98,	1.6500
636.61,	1.6500
637.23,	1.6500
637.86,	1.6500
638.48,	1.6500
639.11,	1.6500
639.73,	1.6500
640.36,	1.6500
640.98,	1.6400
641.61,	1.6500
642.23,	1.6500
642.85,	1.6500
643.48,	1.6400
644.10,	1.6400
644.73,	1.6400
645.35,	1.6400
645.98,	1.6400
646.60,	1.6400
647.22,	1.6400
647.85,	1.6400
648.47,	1.6400
649.10,	1.6400
649.72,	1.6400
650.34,	1.6400
650.97,	1.6400
651.59,	1.6400
652.22,	1.6400
652.84,	1.6300
653.46,	1.6300
654.09,	1.6300
654.71,	1.6300
655.33,	1.6300
655.96,	1.6300
656.58,	1.6300
657.20,	1.6300
657.83,	1.6300
658.45,	1.6300
659.07,	1.6300
659.70,	1.6300
660.32,	1.6300
660.94,	1.6300
661.57,	1.6300
662.19,	1.6200
662.81,	1.6200
663.43,	1.6200
664.06,	1.6200
664.68,	1.6200
665.30,	1.6200
665.93,	1.6200
666.55,	1.6200
667.17,	1.6200
667.79,	1.6200
668.42,	1.6200
669.04,	1.6200
669.66,	1.6200
670.28,	1.6200
670.91,	1.6200
671.53,	1.6200
672.15,	1.6200
672.77,	1.6200
673.39,	1.6200
674.02,	1.6200
674.64,	1.6200
675.26,	1.6200
675.88,	1.6200
676.50,	1.6200
677.13,	1.6100
677.75,	1.6100
678.37,	1.6100
678.99,	1.6100
679.61,	1.6100
680.24,	1.6100
680.86,	1.6100
681.48,	1.6100
682.10,	1.6100
682.72,	1.6100
683.34,	1.6100
683.96,	1.6100
684.59,	1.6100
685.21,	1.6100
685.83,	1.6100
686.45,	1.6100
687.07,	1.6100
687.69,	1.6100
688.31,	1.6100
688.93,	1.6100
689.56,	1.6100
690.18,	1.6100
690.80,	1.6000
691.42,	1.6100
692.04,	1.6100
692.66,	1.6100
693.28,	1.6000
693.90,	1.6100
694.52,	1.6100
695.14,	1.6100
695.76,	1.6100
696.38,	1.6000
697.00,	1.6000
697.62,	1.6000
698.25,	1.6000
698.87,	1.6000
699.49,	1.6000
700.11,	1.6000
700.73,	1.6000
701.35,	1.6000
701.97,	1.6000
702.59,	1.6000
703.21,	1.6000
703.83,	1.6000
704.45,	1.6000
705.07,	1.5900
705.69,	1.5900
706.31,	1.5900
706.93,	1.5900
707.55,	1.5900
708.17,	1.5900
708.79,	1.5900
709.40,	1.5900
710.02,	1.5900
710.64,	1.5900
711.26,	1.5900
711.88,	1.5900
712.50,	1.5900
713.12,	1.5900
713.74,	1.5900
714.36,	1.5900
714.98,	1.5900
715.60,	1.5900
716.22,	1.5900
716.84,	1.5900
717.45,	1.5900
718.07,	1.5800
718.69,	1.5800
719.31,	1.5800
719.93,	1.5800
720.55,	1.5800
721.17,	1.5800
721.79,	1.5800
722.41,	1.5700
723.02,	1.5700
723.64,	1.5700
724.26,	1.5700
724.88,	1.5700
725.50,	1.5700
726.12,	1.5700
726.73,	1.5700
727.35,	1.5700
727.97,	1.5700
728.59,	1.5700
729.21,	1.5700
729.83,	1.5700
730.44,	1.5700
731.06,	1.5700
731.68,	1.5700
732.30,	1.5700
732.92,	1.5700
733.53,	1.5700
734.15,	1.5700
734.77,	1.5700
735.39,	1.5700
736.00,	1.5600
736.62,	1.5600
737.24,	1.5600
737.86,	1.5600
738.47,	1.5600
739.09,	1.5600
739.71,	1.5600
740.33,	1.5600
740.94,	1.5600
741.56,	1.5500
742.18,	1.5500
742.79,	1.5500
743.41,	1.5500
744.03,	1.5600
744.65,	1.5600
745.26,	1.5600
745.88,	1.5500
746.50,	1.5500
747.11,	1.5500
747.73,	1.5500
748.35,	1.5500
748.96,	1.5500
749.58,	1.5500
750.20,	1.5500
750.81,	1.5500
751.43,	1.5500
752.05,	1.5500
752.66,	1.5500
753.28,	1.5500
753.90,	1.5400
754.51,	1.5400
755.13,	1.5400
755.74,	1.5400
756.36,	1.5400
756.98,	1.5400
757.59,	1.5400
758.21,	1.5400
758.82,	1.5400
759.44,	1.5400
760.06,	1.5400
760.67,	1.5400
761.29,	1.5400
761.90,	1.5300
762.52,	1.5300
763.14,	1.5300
763.75,	1.5300
764.37,	1.5300
764.98,	1.5300
765.60,	1.5300
766.21,	1.5300
766.83,	1.5300
767.44,	1.5300
768.06,	1.5300
768.67,	1.5300
769.29,	1.5300
769.90,	1.5300
770.52,	1.5300
771.14,	1.5300
771.75,	1.5300
772.37,	1.5300
772.98,	1.5300
773.59,	1.5300
774.21,	1.5300
774.82,	1.5300
775.44,	1.5300
776.05,	1.5300
776.67,	1.5300
777.28,	1.5300
777.90,	1.5300
778.51,	1.5200
779.13,	1.5200
779.74,	1.5200
780.36,	1.5200
780.97,	1.5200
781.58,	1.5200
782.20,	1.5200
782.81,	1.5200
783.43,	1.5200
784.04,	1.5100
784.66,	1.5100
785.27,	1.5100
785.88,	1.5100
786.50,	1.5100
787.11,	1.5100
787.73,	1.5100
788.34,	1.5100
788.95,	1.5100
789.57,	1.5100
790.18,	1.5100
790.79,	1.5100
791.41,	1.5100
792.02,	1.5100
792.63,	1.5000
793.25,	1.5000
793.86,	1.5000
794.47,	1.5000
795.09,	1.5000
795.70,	1.5000
796.31,	1.5000
796.93,	1.5000
797.54,	1.5000
798.15,	1.5000
798.77,	1.5000
799.38,	1.5000
799.99,	1.5000
800.61,	1.5000
801.22,	1.5000
801.83,	1.5000
802.44,	1.5000
803.06,	1.5000
803.67,	1.5000
804.28,	1.5000
804.90,	1.5000
805.51,	1.5000
806.12,	1.5000
806.73,	1.4900
807.34,	1.4900
807.96,	1.4900
808.57,	1.4900
809.18,	1.4900
809.79,	1.4900
810.41,	1.4900
811.02,	1.4900
811.63,	1.4900
812.24,	1.4900
812.85,	1.4900
813.47,	1.4900
814.08,	1.4900
814.69,	1.4900
815.30,	1.4900
815.91,	1.4900
816.53,	1.4900
817.14,	1.4900
817.75,	1.4800
818.36,	1.4800
818.97,	1.4900
819.58,	1.4900
820.20,	1.4900
820.81,	1.4800
821.42,	1.4800
822.03,	1.4800
822.64,	1.4800
823.25,	1.4800
823.86,	1.4800
824.47,	1.4700
825.09,	1.4800
825.70,	1.4800
826.31,	1.4800
826.92,	1.4700
827.53,	1.4700
828.14,	1.4700
828.75,	1.4700
829.36,	1.4700
829.97,	1.4700
830.58,	1.4700
831.19,	1.4700
831.80,	1.4700
832.42,	1.4700
833.03,	1.4700
833.64,	1.4700
834.25,	1.4700
834.86,	1.4700
835.47,	1.4700
836.08,	1.4700
836.69,	1.4600
837.30,	1.4600
837.91,	1.4600
838.52,	1.4600
839.13,	1.4600
839.74,	1.4600
840.35,	1.4600
840.96,	1.4600
841.57,	1.4600
842.18,	1.4600
842.79,	1.4600
843.40,	1.4600
844.01,	1.4600
844.62,	1.4500
845.23,	1.4500
845.84,	1.4500
846.45,	1.4500
847.06,	1.4500
847.67,	1.4500
848.27,	1.4500
848.88,	1.4500
849.49,	1.4500
850.10,	1.4500
850.71,	1.4500
851.32,	1.4500
851.93,	1.4500
852.54,	1.4500
853.15,	1.4500
853.76,	1.4500
854.37,	1.4500
854.98,	1.4500
855.58,	1.4400
856.19,	1.4400
856.80,	1.4400
857.41,	1.4400
858.02,	1.4400
858.63,	1.4400
859.24,	1.4400
859.85,	1.4400
860.45,	1.4400
861.06,	1.4300
861.67,	1.4300
862.28,	1.4300
862.89,	1.4400
863.50,	1.4400
864.10,	1.4400
864.71,	1.4400
865.32,	1.4300
