Call Sign = ZSDA,	Ship Name = SA Agulhas,	Lloyds Num = 0
Date = 02/03/2017,	Time = 01:30,	
Latitude = 43 45.89  S,	Longitude = 007 44.18  E
Instr = Sippican Deep Blue,	Card Type = Sippican MK-21,	
Wind Instr = ,	Measur Method = 
Probe Serial Num = -1,	Ship Dir = -1,	Ship Speed = -1.00
Wind Dir = 260,	Wind Speed = 40.00
Dry Bulb Temp = 10.50,	Total Water Depth = -1.00

Full Resolution Values
Depth,	 Temp
0.67,	11.0000
1.34,	10.8700
2.01,	10.8400
2.68,	10.8400
3.34,	10.8400
4.01,	10.8400
4.68,	10.8400
5.35,	10.8400
6.02,	10.8400
6.69,	10.8400
7.36,	10.8400
8.03,	10.8400
8.69,	10.8400
9.36,	10.8400
10.03,	10.8400
10.70,	10.8400
11.37,	10.8400
12.04,	10.8400
12.70,	10.8400
13.37,	10.8500
14.04,	10.8400
14.71,	10.8400
15.38,	10.8400
16.05,	10.8400
16.71,	10.8400
17.38,	10.8400
18.05,	10.8400
18.72,	10.8400
19.38,	10.8400
20.05,	10.8400
20.72,	10.8400
21.39,	10.8400
22.06,	10.8400
22.72,	10.8400
23.39,	10.8400
24.06,	10.8400
24.73,	10.8400
25.39,	10.8400
26.06,	10.8400
26.73,	10.8400
27.40,	10.8400
28.06,	10.8500
28.73,	10.8400
29.40,	10.8400
30.06,	10.8500
30.73,	10.8400
31.40,	10.8400
32.06,	10.8400
32.73,	10.8400
33.40,	10.8500
34.07,	10.8500
34.73,	10.8500
35.40,	10.8500
36.07,	10.8500
36.73,	10.8500
37.40,	10.8400
38.07,	10.8400
38.73,	10.8400
39.40,	10.8500
40.06,	10.8500
40.73,	10.8500
41.40,	10.8500
42.06,	10.8500
42.73,	10.8400
43.40,	10.8300
44.06,	10.8300
44.73,	10.8300
45.39,	10.8400
46.06,	10.8400
46.73,	10.8300
47.39,	10.8300
48.06,	10.8400
48.72,	10.8300
49.39,	10.8300
50.06,	10.8300
50.72,	10.8200
51.39,	10.8000
52.05,	10.7800
52.72,	10.7800
53.38,	10.7800
54.05,	10.7800
54.71,	10.7700
55.38,	10.7500
56.05,	10.7500
56.71,	10.7500
57.38,	10.7400
58.04,	10.7300
58.71,	10.7300
59.37,	10.7600
60.04,	10.7600
60.70,	10.7400
61.37,	10.7200
62.03,	10.7200
62.70,	10.7300
63.36,	10.7200
64.03,	10.7100
64.69,	10.7000
65.36,	10.7000
66.02,	10.6800
66.69,	10.6300
67.35,	10.6100
68.01,	10.5900
68.68,	10.5700
69.34,	10.5600
70.01,	10.5400
70.67,	10.5300
71.34,	10.5200
72.00,	10.5200
72.66,	10.5000
73.33,	10.4800
73.99,	10.4700
74.66,	10.4400
75.32,	10.3900
75.98,	10.3600
76.65,	10.3200
77.31,	10.2800
77.98,	10.2700
78.64,	10.2400
79.30,	10.2200
79.97,	10.2100
80.63,	10.1800
81.30,	10.1300
81.96,	10.1000
82.62,	10.0600
83.29,	10.0100
83.95,	9.9800
84.61,	9.9300
85.28,	9.9100
85.94,	9.9000
86.60,	9.9100
87.27,	9.9100
87.93,	9.9000
88.59,	9.8900
89.26,	9.8900
89.92,	9.8900
90.58,	9.8800
91.24,	9.8800
91.91,	9.8700
92.57,	9.8700
93.23,	9.8600
93.90,	9.8600
94.56,	9.8600
95.22,	9.8600
95.88,	9.8500
96.55,	9.8500
97.21,	9.8500
97.87,	9.8300
98.53,	9.8000
99.20,	9.7700
99.86,	9.7600
100.52,	9.7600
101.18,	9.7400
101.85,	9.7300
102.51,	9.7200
103.17,	9.7000
103.83,	9.6800
104.49,	9.6600
105.16,	9.6600
105.82,	9.6400
106.48,	9.6300
107.14,	9.6200
107.80,	9.6100
108.47,	9.6000
109.13,	9.5900
109.79,	9.5800
110.45,	9.5600
111.11,	9.5400
111.77,	9.5300
112.44,	9.5300
113.10,	9.5400
113.76,	9.5400
114.42,	9.5400
115.08,	9.5300
115.74,	9.5100
116.40,	9.4900
117.06,	9.4700
117.73,	9.4700
118.39,	9.4600
119.05,	9.4500
119.71,	9.4400
120.37,	9.4300
121.03,	9.4000
121.69,	9.3700
122.35,	9.3500
123.01,	9.3300
123.67,	9.3300
124.33,	9.3200
125.00,	9.3200
125.66,	9.3000
126.32,	9.2800
126.98,	9.2500
127.64,	9.2000
128.30,	9.1700
128.96,	9.1600
129.62,	9.1500
130.28,	9.1500
130.94,	9.1500
131.60,	9.1500
132.26,	9.1300
132.92,	9.1200
133.58,	9.1100
134.24,	9.1000
134.90,	9.0900
135.56,	9.0800
136.22,	9.0700
136.88,	9.0600
137.54,	9.0600
138.20,	9.0500
138.86,	9.0300
139.52,	9.0100
140.18,	9.0000
140.84,	9.0000
141.50,	8.9900
142.16,	8.9900
142.82,	8.9900
143.48,	8.9800
144.14,	8.9700
144.79,	8.9700
145.45,	8.9600
146.11,	8.9600
146.77,	8.9600
147.43,	8.9600
148.09,	8.9600
148.75,	8.9700
149.41,	8.9800
150.07,	8.9900
150.73,	8.9900
151.39,	9.0000
152.04,	9.0000
152.70,	9.0000
153.36,	9.0000
154.02,	9.0000
154.68,	9.0000
155.34,	9.0000
156.00,	8.9700
156.65,	8.9500
157.31,	8.9600
157.97,	8.9600
158.63,	8.9600
159.29,	8.9600
159.95,	8.9600
160.60,	8.9500
161.26,	8.9500
161.92,	8.9500
162.58,	8.9400
163.24,	8.9200
163.90,	8.9100
164.55,	8.9000
165.21,	8.9100
165.87,	8.9100
166.53,	8.9100
167.18,	8.9100
167.84,	8.9000
168.50,	8.8800
169.16,	8.8700
169.82,	8.8600
170.47,	8.8400
171.13,	8.8200
171.79,	8.8000
172.44,	8.8000
173.10,	8.8000
173.76,	8.8000
174.42,	8.8100
175.07,	8.7900
175.73,	8.7800
176.39,	8.7600
177.05,	8.7600
177.70,	8.7500
178.36,	8.7400
179.02,	8.7300
179.67,	8.7200
180.33,	8.7000
180.99,	8.6900
181.64,	8.6800
182.30,	8.6700
182.96,	8.6700
183.61,	8.6600
184.27,	8.6600
184.93,	8.6600
185.58,	8.6600
186.24,	8.6500
186.90,	8.6500
187.55,	8.6600
188.21,	8.6600
188.87,	8.6700
189.52,	8.7000
190.18,	8.7700
190.83,	8.8300
191.49,	8.8400
192.15,	8.8100
192.80,	8.7900
193.46,	8.7700
194.11,	8.7500
194.77,	8.7500
195.43,	8.7500
196.08,	8.7500
196.74,	8.7500
197.39,	8.7400
198.05,	8.7300
198.70,	8.7100
199.36,	8.7000
200.02,	8.6900
200.67,	8.6900
201.33,	8.6900
201.98,	8.6900
202.64,	8.6900
203.29,	8.6900
203.95,	8.6900
204.60,	8.6700
205.26,	8.6400
205.91,	8.6200
206.57,	8.6000
207.22,	8.5900
207.88,	8.5800
208.53,	8.5800
209.19,	8.5800
209.84,	8.5600
210.50,	8.5400
211.15,	8.4900
211.81,	8.4600
212.46,	8.4400
213.12,	8.4400
213.77,	8.4300
214.43,	8.4200
215.08,	8.4200
215.74,	8.4200
216.39,	8.4300
217.04,	8.4500
217.70,	8.4800
218.35,	8.4900
219.01,	8.4900
219.66,	8.4900
220.32,	8.4400
220.97,	8.3900
221.62,	8.3300
222.28,	8.2600
222.93,	8.2000
223.59,	8.1800
224.24,	8.1700
224.89,	8.1700
225.55,	8.1700
226.20,	8.1700
226.85,	8.1700
227.51,	8.1700
228.16,	8.1700
228.81,	8.1600
229.47,	8.1600
230.12,	8.1500
230.78,	8.1400
231.43,	8.1300
232.08,	8.1200
232.74,	8.1300
233.39,	8.1200
234.04,	8.1100
234.69,	8.0900
235.35,	8.0700
236.00,	8.0600
236.65,	8.0500
237.31,	8.0400
237.96,	8.0400
238.61,	8.0300
239.27,	8.0200
239.92,	8.0100
240.57,	8.0100
241.22,	8.0100
241.88,	8.0100
242.53,	8.0000
243.18,	7.9900
243.83,	7.9900
244.49,	7.9900
245.14,	7.9800
245.79,	7.9900
246.44,	7.9900
247.10,	7.9700
247.75,	7.9500
248.40,	7.9400
249.05,	7.9400
249.70,	7.9300
250.36,	7.9300
251.01,	7.9300
251.66,	7.9300
252.31,	7.9300
252.96,	7.9300
253.62,	7.9300
254.27,	7.9400
254.92,	7.9300
255.57,	7.9300
256.22,	7.9300
256.88,	7.9200
257.53,	7.9100
258.18,	7.9100
258.83,	7.9000
259.48,	7.9000
260.13,	7.9000
260.78,	7.9100
261.44,	7.9100
262.09,	7.9100
262.74,	7.9100
263.39,	7.9100
264.04,	7.9000
264.69,	7.9000
265.34,	7.9100
265.99,	7.9300
266.64,	7.9400
267.29,	7.9600
267.95,	7.9700
268.60,	7.9800
269.25,	7.9800
269.90,	7.9800
270.55,	7.9800
271.20,	7.9600
271.85,	7.9100
272.50,	7.8700
273.15,	7.8300
273.80,	7.7900
274.45,	7.7600
275.10,	7.7500
275.75,	7.7400
276.40,	7.7300
277.05,	7.7300
277.70,	7.7200
278.35,	7.7200
279.00,	7.7200
279.65,	7.7400
280.30,	7.7400
280.95,	7.7500
281.60,	7.7500
282.25,	7.7400
282.90,	7.7300
283.55,	7.7000
284.20,	7.6700
284.85,	7.6600
285.50,	7.6500
286.15,	7.6400
286.80,	7.6300
287.45,	7.6300
288.10,	7.6200
288.75,	7.6100
289.40,	7.6100
290.05,	7.6100
290.70,	7.6000
291.35,	7.5700
292.00,	7.5600
292.64,	7.5500
293.29,	7.5500
293.94,	7.5400
294.59,	7.5400
295.24,	7.5400
295.89,	7.5300
296.54,	7.5300
297.19,	7.5300
297.84,	7.5200
298.49,	7.5200
299.13,	7.5100
299.78,	7.5000
300.43,	7.5000
301.08,	7.5000
301.73,	7.4900
302.38,	7.4900
303.02,	7.4900
303.67,	7.4800
304.32,	7.4800
304.97,	7.4800
305.62,	7.4800
306.27,	7.4800
306.91,	7.4800
307.56,	7.4800
308.21,	7.4700
308.86,	7.4700
309.51,	7.4700
310.15,	7.4600
310.80,	7.4600
311.45,	7.4600
312.10,	7.4600
312.75,	7.4500
313.39,	7.4500
314.04,	7.4500
314.69,	7.4400
315.34,	7.4300
315.98,	7.4300
316.63,	7.4200
317.28,	7.4200
317.93,	7.4200
318.57,	7.4300
319.22,	7.4200
319.87,	7.4200
320.52,	7.4100
321.16,	7.4100
321.81,	7.4000
322.46,	7.3800
323.10,	7.3700
323.75,	7.3700
324.40,	7.3600
325.04,	7.3500
325.69,	7.3400
326.34,	7.3400
326.99,	7.3300
327.63,	7.3300
328.28,	7.3300
328.93,	7.3200
329.57,	7.3200
