Call Sign = ZSDA,	Ship Name = SA Agulhas,	Lloyds Num = 0
Date = 12/06/2016,	Time = 05:05,	
Latitude = 52 32.58  S,	Longitude = 000 00.00  E
Instr = Sippican Deep Blue,	Card Type = Sippican MK-21,	
Wind Instr = ,	Measur Method = 
Probe Serial Num = -1,	Ship Dir = -1,	Ship Speed = -1.00
Wind Dir = 265,	Wind Speed = 16.10
Dry Bulb Temp = -0.50,	Total Water Depth = -1.00

Full Resolution Values
Depth,	 Temp
0.67,	1.1200
1.34,	0.9000
2.01,	0.8500
2.68,	0.8500
3.34,	0.8600
4.01,	0.8600
4.68,	0.8700
5.35,	0.8800
6.02,	0.9200
6.69,	0.9100
7.36,	0.8800
8.03,	0.8900
8.69,	0.8700
9.36,	0.8600
10.03,	0.8500
10.70,	0.8300
11.37,	0.8100
12.04,	0.8000
12.70,	0.7800
13.37,	0.7700
14.04,	0.7700
14.71,	0.7900
15.38,	0.7700
16.05,	0.7400
16.71,	0.7400
17.38,	0.7500
18.05,	0.7600
18.72,	0.7800
19.38,	0.7900
20.05,	0.8000
20.72,	0.8000
21.39,	0.7900
22.06,	0.7800
22.72,	0.7700
23.39,	0.7500
24.06,	0.7400
24.73,	0.7300
25.39,	0.7200
26.06,	0.7200
26.73,	0.7200
27.40,	0.7200
28.06,	0.7200
28.73,	0.7100
29.40,	0.7000
30.06,	0.6900
30.73,	0.6900
31.40,	0.6800
32.06,	0.6800
32.73,	0.6800
33.40,	0.6800
34.07,	0.6800
34.73,	0.6800
35.40,	0.6800
36.07,	0.6800
36.73,	0.6800
37.40,	0.6800
38.07,	0.6700
38.73,	0.6800
39.40,	0.6700
40.06,	0.6800
40.73,	0.6800
41.40,	0.6800
42.06,	0.6800
42.73,	0.6800
43.40,	0.6800
44.06,	0.6700
44.73,	0.6700
45.39,	0.6600
46.06,	0.6600
46.73,	0.6600
47.39,	0.6600
48.06,	0.6600
48.72,	0.6600
49.39,	0.6600
50.06,	0.6600
50.72,	0.6500
51.39,	0.6500
52.05,	0.6500
52.72,	0.6400
53.38,	0.6400
54.05,	0.6400
54.71,	0.6300
55.38,	0.6200
56.05,	0.6100
56.71,	0.6100
57.38,	0.6000
58.04,	0.6000
58.71,	0.6000
59.37,	0.6000
60.04,	0.6000
60.70,	0.6000
61.37,	0.6000
62.03,	0.6000
62.70,	0.6000
63.36,	0.6000
64.03,	0.5900
64.69,	0.5900
65.36,	0.5900
66.02,	0.5900
66.69,	0.5800
67.35,	0.5800
68.01,	0.5800
68.68,	0.5700
69.34,	0.5600
70.01,	0.5500
70.67,	0.5500
71.34,	0.5400
72.00,	0.5300
72.66,	0.5300
73.33,	0.5300
73.99,	0.5200
74.66,	0.5200
75.32,	0.5200
75.98,	0.5200
76.65,	0.5100
77.31,	0.5100
77.98,	0.5100
78.64,	0.5100
79.30,	0.5100
79.97,	0.5100
80.63,	0.5100
81.30,	0.5100
81.96,	0.5100
82.62,	0.5100
83.29,	0.5000
83.95,	0.5000
84.61,	0.5000
85.28,	0.5000
85.94,	0.5000
86.60,	0.5000
87.27,	0.4900
87.93,	0.4800
88.59,	0.4800
89.26,	0.4700
89.92,	0.4700
90.58,	0.4600
91.24,	0.4600
91.91,	0.4600
92.57,	0.4500
93.23,	0.4400
93.90,	0.4300
94.56,	0.4200
95.22,	0.3900
95.88,	0.3700
96.55,	0.3600
97.21,	0.3600
97.87,	0.3500
98.53,	0.3400
99.20,	0.3400
99.86,	0.3400
100.52,	0.3300
101.18,	0.3200
101.85,	0.2700
102.51,	0.2300
103.17,	0.2200
103.83,	0.2100
104.49,	0.2000
105.16,	0.2000
105.82,	0.2000
106.48,	0.1800
107.14,	0.1600
107.80,	0.1500
108.47,	0.1300
109.13,	0.1200
109.79,	0.1200
110.45,	0.1200
111.11,	0.1200
111.77,	0.1200
112.44,	0.1100
113.10,	0.1100
113.76,	0.1000
114.42,	0.1100
115.08,	0.1100
115.74,	0.1100
116.40,	0.1000
117.06,	0.0900
117.73,	0.0900
118.39,	0.0900
119.05,	0.0900
119.71,	0.0800
120.37,	0.0700
121.03,	0.0600
121.69,	0.0500
122.35,	0.0400
123.01,	0.0300
123.67,	0.0400
124.33,	0.0500
125.00,	0.0700
125.66,	0.0700
126.32,	0.0800
126.98,	0.0800
127.64,	0.0900
128.30,	0.0900
128.96,	0.1000
129.62,	0.1100
130.28,	0.1200
130.94,	0.1300
131.60,	0.1300
132.26,	0.1400
132.92,	0.1400
133.58,	0.1400
134.24,	0.1500
134.90,	0.1500
135.56,	0.1600
136.22,	0.1700
136.88,	0.1700
137.54,	0.1700
138.20,	0.1700
138.86,	0.1800
139.52,	0.1900
140.18,	0.1900
140.84,	0.2000
141.50,	0.2000
142.16,	0.2000
142.82,	0.2100
143.48,	0.2200
144.14,	0.2200
144.79,	0.2300
145.45,	0.2400
146.11,	0.2500
146.77,	0.2600
147.43,	0.2600
148.09,	0.2700
148.75,	0.2800
149.41,	0.3000
150.07,	0.3200
150.73,	0.3400
151.39,	0.3400
152.04,	0.3500
152.70,	0.3500
153.36,	0.3500
154.02,	0.3500
154.68,	0.3400
155.34,	0.3400
156.00,	0.3500
156.65,	0.3500
157.31,	0.3400
157.97,	0.3300
158.63,	0.3300
159.29,	0.3300
159.95,	0.3300
160.60,	0.3300
161.26,	0.3400
161.92,	0.3500
162.58,	0.3600
163.24,	0.3600
163.90,	0.3600
164.55,	0.3600
165.21,	0.3800
165.87,	0.4400
166.53,	0.5200
167.18,	0.5700
167.84,	0.6000
168.50,	0.6300
169.16,	0.6400
169.82,	0.6400
170.47,	0.6500
171.13,	0.6900
171.79,	0.7500
172.44,	0.7900
173.10,	0.8100
173.76,	0.8300
174.42,	0.8400
175.07,	0.9000
175.73,	0.9900
176.39,	1.0200
177.05,	1.0300
177.70,	1.0400
178.36,	1.0600
179.02,	1.0700
179.67,	1.0800
180.33,	1.0900
180.99,	1.1300
181.64,	1.1600
182.30,	1.1800
182.96,	1.1900
183.61,	1.2000
184.27,	1.2100
184.93,	1.2100
185.58,	1.2100
186.24,	1.2200
186.90,	1.2200
187.55,	1.2200
188.21,	1.2200
188.87,	1.2400
189.52,	1.2600
190.18,	1.2700
190.83,	1.3000
191.49,	1.3400
192.15,	1.3800
192.80,	1.3900
193.46,	1.3900
194.11,	1.4000
194.77,	1.4000
195.43,	1.4100
196.08,	1.4100
196.74,	1.4100
197.39,	1.4100
198.05,	1.4100
198.70,	1.4100
199.36,	1.4100
200.02,	1.4200
200.67,	1.4300
201.33,	1.4400
201.98,	1.4400
202.64,	1.4400
203.29,	1.4500
203.95,	1.4500
204.60,	1.4600
205.26,	1.4500
205.91,	1.4500
206.57,	1.4600
207.22,	1.4700
207.88,	1.4800
208.53,	1.4900
209.19,	1.5000
209.84,	1.5100
210.50,	1.5100
211.15,	1.5100
211.81,	1.5200
212.46,	1.5300
213.12,	1.5300
213.77,	1.5400
214.43,	1.5600
215.08,	1.5800
215.74,	1.6100
216.39,	1.6400
217.04,	1.6500
217.70,	1.6500
218.35,	1.6500
219.01,	1.6600
219.66,	1.6700
220.32,	1.6800
220.97,	1.6800
221.62,	1.6900
222.28,	1.6900
222.93,	1.7000
223.59,	1.7100
224.24,	1.7200
224.89,	1.7300
225.55,	1.7500
226.20,	1.7600
226.85,	1.7600
227.51,	1.7700
228.16,	1.7800
228.81,	1.7900
229.47,	1.8000
230.12,	1.8100
230.78,	1.8100
231.43,	1.8200
232.08,	1.8300
232.74,	1.8300
233.39,	1.8300
234.04,	1.8300
234.69,	1.8400
235.35,	1.8400
236.00,	1.8400
236.65,	1.8400
237.31,	1.8500
237.96,	1.8500
238.61,	1.8500
239.27,	1.8500
239.92,	1.8500
240.57,	1.8600
241.22,	1.8600
241.88,	1.8600
242.53,	1.8700
243.18,	1.8700
243.83,	1.8700
244.49,	1.8700
245.14,	1.8700
245.79,	1.8700
246.44,	1.8700
247.10,	1.8800
247.75,	1.8800
248.40,	1.8800
249.05,	1.8800
249.70,	1.8800
250.36,	1.8900
251.01,	1.9000
251.66,	1.8900
252.31,	1.9000
252.96,	1.9000
253.62,	1.9100
254.27,	1.9100
254.92,	1.9100
255.57,	1.9100
256.22,	1.9100
256.88,	1.9200
257.53,	1.9200
258.18,	1.9300
258.83,	1.9400
259.48,	1.9400
260.13,	1.9400
260.78,	1.9500
261.44,	1.9500
262.09,	1.9600
262.74,	1.9600
263.39,	1.9600
264.04,	1.9600
264.69,	1.9600
265.34,	1.9600
265.99,	1.9600
266.64,	1.9700
267.29,	1.9700
267.95,	1.9700
268.60,	1.9700
269.25,	1.9700
269.90,	1.9700
270.55,	1.9700
271.20,	1.9700
271.85,	1.9700
272.50,	1.9700
273.15,	1.9700
273.80,	1.9700
274.45,	1.9700
275.10,	1.9700
275.75,	1.9700
276.40,	1.9700
277.05,	1.9700
277.70,	1.9700
278.35,	1.9700
279.00,	1.9600
279.65,	1.9700
280.30,	1.9600
280.95,	1.9600
281.60,	1.9600
282.25,	1.9700
282.90,	1.9700
283.55,	1.9700
284.20,	1.9700
284.85,	1.9700
285.50,	1.9700
286.15,	1.9700
286.80,	1.9700
287.45,	1.9700
288.10,	1.9700
288.75,	1.9700
289.40,	1.9700
290.05,	1.9700
290.70,	1.9700
291.35,	1.9700
292.00,	1.9700
292.64,	1.9700
293.29,	1.9700
293.94,	1.9700
294.59,	1.9700
295.24,	1.9700
295.89,	1.9700
296.54,	1.9700
297.19,	1.9700
297.84,	1.9700
298.49,	1.9700
299.13,	1.9700
299.78,	1.9700
300.43,	1.9700
301.08,	1.9700
301.73,	1.9700
302.38,	1.9700
303.02,	1.9700
303.67,	1.9700
304.32,	1.9700
304.97,	1.9700
305.62,	1.9700
306.27,	1.9600
306.91,	1.9700
307.56,	1.9700
308.21,	1.9700
308.86,	1.9600
309.51,	1.9600
310.15,	1.9700
310.80,	1.9600
311.45,	1.9600
312.10,	1.9600
312.75,	1.9600
313.39,	1.9700
314.04,	1.9700
314.69,	1.9600
315.34,	1.9700
315.98,	1.9600
316.63,	1.9600
317.28,	1.9600
317.93,	1.9500
318.57,	1.9600
319.22,	1.9500
319.87,	1.9500
320.52,	1.9500
321.16,	1.9500
321.81,	1.9400
322.46,	1.9400
323.10,	1.9400
323.75,	1.9400
324.40,	1.9300
325.04,	1.9300
325.69,	1.9300
326.34,	1.9300
326.99,	1.9300
327.63,	1.9200
328.28,	1.9200
328.93,	1.9200
329.57,	1.9200
