Call Sign = ZSDA,	Ship Name = SA Agulhas,	Lloyds Num = 0
Date = 12/05/2016,	Time = 12:02,	
Latitude = 49 16.77  S,	Longitude = 002 27.60  E
Instr = Sippican Deep Blue,	Card Type = Sippican MK-21,	
Wind Instr = ,	Measur Method = 
Probe Serial Num = -1,	Ship Dir = -1,	Ship Speed = -1.00
Wind Dir = 310,	Wind Speed = 20.60
Dry Bulb Temp = 3.00,	Total Water Depth = -1.00

Full Resolution Values
Depth,	 Temp
0.67,	3.1400
1.34,	2.7700
2.01,	2.6900
2.68,	2.6800
3.34,	2.6700
4.01,	2.6700
4.68,	2.6700
5.35,	2.6500
6.02,	2.6300
6.69,	2.6100
7.36,	2.6000
8.03,	2.5900
8.69,	2.6100
9.36,	2.6400
10.03,	2.6400
10.70,	2.6400
11.37,	2.6400
12.04,	2.6300
12.70,	2.6300
13.37,	2.6300
14.04,	2.6300
14.71,	2.6300
15.38,	2.6300
16.05,	2.6300
16.71,	2.6300
17.38,	2.6300
18.05,	2.6200
18.72,	2.6000
19.38,	2.5900
20.05,	2.5700
20.72,	2.5700
21.39,	2.5700
22.06,	2.5700
22.72,	2.5600
23.39,	2.5500
24.06,	2.5600
24.73,	2.5500
25.39,	2.5500
26.06,	2.5400
26.73,	2.5500
27.40,	2.5500
28.06,	2.5500
28.73,	2.5500
29.40,	2.5500
30.06,	2.5500
30.73,	2.5400
31.40,	2.5400
32.06,	2.5400
32.73,	2.5400
33.40,	2.5400
34.07,	2.5400
34.73,	2.5400
35.40,	2.5300
36.07,	2.5300
36.73,	2.5200
37.40,	2.5200
38.07,	2.5100
38.73,	2.5100
39.40,	2.5100
40.06,	2.5100
40.73,	2.5100
41.40,	2.5000
42.06,	2.5000
42.73,	2.5000
43.40,	2.5000
44.06,	2.4900
44.73,	2.4900
45.39,	2.4900
46.06,	2.4900
46.73,	2.4900
47.39,	2.4900
48.06,	2.4900
48.72,	2.4800
49.39,	2.4800
50.06,	2.4800
50.72,	2.4800
51.39,	2.4700
52.05,	2.4700
52.72,	2.4700
53.38,	2.4700
54.05,	2.4700
54.71,	2.4700
55.38,	2.4700
56.05,	2.4700
56.71,	2.4600
57.38,	2.4600
58.04,	2.4600
58.71,	2.4600
59.37,	2.4600
60.04,	2.4600
60.70,	2.4600
61.37,	2.4600
62.03,	2.4600
62.70,	2.4600
63.36,	2.4600
64.03,	2.4600
64.69,	2.4600
65.36,	2.4500
66.02,	2.4400
66.69,	2.4300
67.35,	2.4100
68.01,	2.4100
68.68,	2.4000
69.34,	2.4000
70.01,	2.4000
70.67,	2.4000
71.34,	2.4100
72.00,	2.4100
72.66,	2.4100
73.33,	2.4100
73.99,	2.4100
74.66,	2.4200
75.32,	2.4200
75.98,	2.4200
76.65,	2.4200
77.31,	2.4200
77.98,	2.4200
78.64,	2.4200
79.30,	2.4200
79.97,	2.4200
80.63,	2.4200
81.30,	2.4100
81.96,	2.4100
82.62,	2.4200
83.29,	2.4200
83.95,	2.4200
84.61,	2.4100
85.28,	2.4200
85.94,	2.4100
86.60,	2.4200
87.27,	2.4200
87.93,	2.4200
88.59,	2.4200
89.26,	2.4200
89.92,	2.4200
90.58,	2.4100
91.24,	2.4200
91.91,	2.4200
92.57,	2.4200
93.23,	2.4200
93.90,	2.4100
94.56,	2.4100
95.22,	2.4100
95.88,	2.4200
96.55,	2.4200
97.21,	2.4200
97.87,	2.4100
98.53,	2.4100
99.20,	2.4100
99.86,	2.4000
100.52,	2.3800
101.18,	2.3800
101.85,	2.3700
102.51,	2.3700
103.17,	2.3700
103.83,	2.3700
104.49,	2.3700
105.16,	2.3700
105.82,	2.3700
106.48,	2.3700
107.14,	2.3700
107.80,	2.3600
108.47,	2.3600
109.13,	2.3500
109.79,	2.3500
110.45,	2.3300
111.11,	2.3100
111.77,	2.2800
112.44,	2.2400
113.10,	2.1800
113.76,	2.1200
114.42,	2.0700
115.08,	2.0300
115.74,	2.0000
116.40,	1.9800
117.06,	1.9600
117.73,	1.9500
118.39,	1.9400
119.05,	1.9100
119.71,	1.8700
120.37,	1.8500
121.03,	1.8400
121.69,	1.8200
122.35,	1.7800
123.01,	1.7400
123.67,	1.7100
124.33,	1.6700
125.00,	1.6400
125.66,	1.6100
126.32,	1.5800
126.98,	1.5700
127.64,	1.5700
128.30,	1.5600
128.96,	1.5500
129.62,	1.5400
130.28,	1.5300
130.94,	1.5200
131.60,	1.5100
132.26,	1.5100
132.92,	1.5100
133.58,	1.5100
134.24,	1.5100
134.90,	1.5000
135.56,	1.5100
136.22,	1.5100
136.88,	1.5100
137.54,	1.5100
138.20,	1.5000
138.86,	1.5000
139.52,	1.5000
140.18,	1.5100
140.84,	1.5000
141.50,	1.5100
142.16,	1.5100
142.82,	1.5000
143.48,	1.5100
144.14,	1.5100
144.79,	1.5100
145.45,	1.5100
146.11,	1.5000
146.77,	1.5000
147.43,	1.5000
148.09,	1.5000
148.75,	1.5000
149.41,	1.5000
150.07,	1.5000
150.73,	1.4900
151.39,	1.4800
152.04,	1.4700
152.70,	1.4600
153.36,	1.4500
154.02,	1.4500
154.68,	1.4500
155.34,	1.4400
156.00,	1.4400
156.65,	1.4400
157.31,	1.4400
157.97,	1.4400
158.63,	1.4400
159.29,	1.4400
159.95,	1.4400
160.60,	1.4400
161.26,	1.4400
161.92,	1.4300
162.58,	1.4300
163.24,	1.4100
163.90,	1.4000
164.55,	1.3800
165.21,	1.3700
165.87,	1.3700
166.53,	1.3600
167.18,	1.3600
167.84,	1.3600
168.50,	1.3500
169.16,	1.3500
169.82,	1.3500
170.47,	1.3500
171.13,	1.3500
171.79,	1.3500
172.44,	1.3400
173.10,	1.3400
173.76,	1.3300
174.42,	1.3300
175.07,	1.3300
175.73,	1.3300
176.39,	1.3200
177.05,	1.3200
177.70,	1.3200
178.36,	1.3200
179.02,	1.3200
179.67,	1.3200
180.33,	1.3100
180.99,	1.3100
181.64,	1.3100
182.30,	1.3100
182.96,	1.3100
183.61,	1.3000
184.27,	1.3000
184.93,	1.3100
185.58,	1.3100
186.24,	1.3100
186.90,	1.3000
187.55,	1.3000
188.21,	1.2900
188.87,	1.2900
189.52,	1.2900
190.18,	1.2900
190.83,	1.2700
191.49,	1.2400
192.15,	1.2300
192.80,	1.2200
193.46,	1.2100
194.11,	1.2000
194.77,	1.2000
195.43,	1.2000
196.08,	1.1900
196.74,	1.1800
197.39,	1.1800
198.05,	1.1800
198.70,	1.1700
199.36,	1.1600
200.02,	1.1600
200.67,	1.1500
201.33,	1.1500
201.98,	1.1400
202.64,	1.1400
203.29,	1.1400
203.95,	1.1300
204.60,	1.1300
205.26,	1.1300
205.91,	1.1200
206.57,	1.1100
207.22,	1.1100
207.88,	1.1100
208.53,	1.1000
209.19,	1.1000
209.84,	1.0900
210.50,	1.0900
211.15,	1.0900
211.81,	1.0900
212.46,	1.0900
213.12,	1.0800
213.77,	1.0900
214.43,	1.0900
215.08,	1.0900
215.74,	1.0900
216.39,	1.0900
217.04,	1.0900
217.70,	1.0900
218.35,	1.0900
219.01,	1.0800
219.66,	1.0900
220.32,	1.0800
220.97,	1.0800
221.62,	1.0700
222.28,	1.0700
222.93,	1.0600
223.59,	1.0600
224.24,	1.0600
224.89,	1.0600
225.55,	1.0600
226.20,	1.0600
226.85,	1.0600
227.51,	1.0600
228.16,	1.0500
228.81,	1.0500
229.47,	1.0500
230.12,	1.0600
230.78,	1.0500
231.43,	1.0500
232.08,	1.0600
232.74,	1.0600
233.39,	1.0600
234.04,	1.0600
234.69,	1.0600
235.35,	1.0600
236.00,	1.0600
236.65,	1.0600
237.31,	1.0600
237.96,	1.0600
238.61,	1.0600
239.27,	1.0600
239.92,	1.0600
240.57,	1.0700
241.22,	1.0700
241.88,	1.0800
242.53,	1.1000
243.18,	1.1100
243.83,	1.1200
244.49,	1.1200
245.14,	1.1100
245.79,	1.1100
246.44,	1.1100
247.10,	1.1100
247.75,	1.1200
248.40,	1.1200
249.05,	1.1200
249.70,	1.1200
250.36,	1.1200
251.01,	1.1200
251.66,	1.1200
252.31,	1.1300
252.96,	1.1300
253.62,	1.1300
254.27,	1.1300
254.92,	1.1300
255.57,	1.1400
256.22,	1.1500
256.88,	1.1500
257.53,	1.1700
258.18,	1.1800
258.83,	1.1900
259.48,	1.2000
260.13,	1.2000
260.78,	1.2100
261.44,	1.2100
262.09,	1.2200
262.74,	1.2300
263.39,	1.2400
264.04,	1.2600
264.69,	1.2800
265.34,	1.2900
265.99,	1.2900
266.64,	1.3000
267.29,	1.3000
267.95,	1.3000
268.60,	1.3100
269.25,	1.3100
269.90,	1.3100
270.55,	1.3100
271.20,	1.3300
271.85,	1.3300
272.50,	1.3300
273.15,	1.3300
273.80,	1.3400
274.45,	1.3600
275.10,	1.3900
275.75,	1.4000
276.40,	1.4100
277.05,	1.4200
277.70,	1.4200
278.35,	1.4200
279.00,	1.4300
279.65,	1.4300
280.30,	1.4400
280.95,	1.4500
281.60,	1.4600
282.25,	1.4600
282.90,	1.4600
283.55,	1.4700
284.20,	1.4700
284.85,	1.4900
285.50,	1.5100
286.15,	1.5200
286.80,	1.5200
287.45,	1.5300
288.10,	1.5400
288.75,	1.5400
289.40,	1.5400
290.05,	1.5400
290.70,	1.5400
291.35,	1.5400
292.00,	1.5400
292.64,	1.5400
293.29,	1.5400
293.94,	1.5400
294.59,	1.5400
295.24,	1.5400
295.89,	1.5500
296.54,	1.5500
297.19,	1.5500
297.84,	1.5600
298.49,	1.5600
299.13,	1.5600
299.78,	1.5700
300.43,	1.5700
301.08,	1.5600
301.73,	1.5700
302.38,	1.5700
303.02,	1.5700
303.67,	1.5700
304.32,	1.5800
304.97,	1.5800
305.62,	1.5800
306.27,	1.5900
306.91,	1.5900
307.56,	1.5900
308.21,	1.5900
308.86,	1.5900
309.51,	1.6000
310.15,	1.6000
310.80,	1.6000
311.45,	1.6000
312.10,	1.6000
312.75,	1.6100
313.39,	1.6000
314.04,	1.6100
314.69,	1.6100
315.34,	1.6300
315.98,	1.6300
316.63,	1.6300
317.28,	1.6200
317.93,	1.6300
318.57,	1.6400
319.22,	1.6400
319.87,	1.6500
320.52,	1.6500
321.16,	1.6600
321.81,	1.6600
322.46,	1.6500
323.10,	1.6600
323.75,	1.6700
324.40,	1.6700
325.04,	1.6800
325.69,	1.6900
326.34,	1.6800
326.99,	1.6900
327.63,	1.6900
328.28,	1.7000
328.93,	1.7000
329.57,	1.7000
