Call Sign = ZSDA,	Ship Name = SA Agulhas,	Lloyds Num = 0
Date = 12/03/2016,	Time = 02:02,	
Latitude = 41 53.09  S,	Longitude = 009 25.72  E
Instr = Sippican Deep Blue,	Card Type = Sippican MK-21,	
Wind Instr = ,	Measur Method = 
Probe Serial Num = -1,	Ship Dir = -1,	Ship Speed = -1.00
Wind Dir = 2,	Wind Speed = 27.60
Dry Bulb Temp = 11.10,	Total Water Depth = -1.00

Full Resolution Values
Depth,	 Temp
0.67,	11.0100
1.34,	10.7100
2.01,	10.6500
2.68,	10.6300
3.34,	10.6000
4.01,	10.6100
4.68,	10.6200
5.35,	10.6200
6.02,	10.6200
6.69,	10.6200
7.36,	10.6100
8.03,	10.6100
8.69,	10.6100
9.36,	10.5800
10.03,	10.5700
10.70,	10.5700
11.37,	10.5600
12.04,	10.5700
12.70,	10.5800
13.37,	10.5900
14.04,	10.5900
14.71,	10.5800
15.38,	10.5700
16.05,	10.5600
16.71,	10.5600
17.38,	10.5700
18.05,	10.5500
18.72,	10.5000
19.38,	10.4500
20.05,	10.4200
20.72,	10.4000
21.39,	10.3900
22.06,	10.3900
22.72,	10.3900
23.39,	10.3800
24.06,	10.3700
24.73,	10.3700
25.39,	10.3700
26.06,	10.3700
26.73,	10.3600
27.40,	10.3600
28.06,	10.3600
28.73,	10.3600
29.40,	10.3600
30.06,	10.3500
30.73,	10.3600
31.40,	10.3500
32.06,	10.3400
32.73,	10.3400
33.40,	10.3300
34.07,	10.3200
34.73,	10.3100
35.40,	10.3000
36.07,	10.3000
36.73,	10.3000
37.40,	10.2900
38.07,	10.2900
38.73,	10.2700
39.40,	10.2700
40.06,	10.2700
40.73,	10.2600
41.40,	10.2500
42.06,	10.2500
42.73,	10.2300
43.40,	10.2200
44.06,	10.2100
44.73,	10.1800
45.39,	10.1500
46.06,	10.1100
46.73,	10.0600
47.39,	9.9700
48.06,	9.8200
48.72,	9.6900
49.39,	9.6000
50.06,	9.5200
50.72,	9.4500
51.39,	9.3300
52.05,	9.1700
52.72,	9.0900
53.38,	9.0500
54.05,	9.0100
54.71,	8.9800
55.38,	8.9700
56.05,	8.9600
56.71,	8.9400
57.38,	8.9200
58.04,	8.9200
58.71,	8.9100
59.37,	8.9000
60.04,	8.9000
60.70,	8.9000
61.37,	8.9000
62.03,	8.9000
62.70,	8.8900
63.36,	8.8800
64.03,	8.8800
64.69,	8.8800
65.36,	8.8700
66.02,	8.8700
66.69,	8.8700
67.35,	8.8700
68.01,	8.8700
68.68,	8.8700
69.34,	8.8600
70.01,	8.8600
70.67,	8.8400
71.34,	8.8400
72.00,	8.8300
72.66,	8.8300
73.33,	8.8200
73.99,	8.8100
74.66,	8.8100
75.32,	8.8100
75.98,	8.8100
76.65,	8.8100
77.31,	8.8100
77.98,	8.8100
78.64,	8.8000
79.30,	8.8000
79.97,	8.7900
80.63,	8.7800
81.30,	8.7900
81.96,	8.7900
82.62,	8.7900
83.29,	8.7900
83.95,	8.7900
84.61,	8.7800
85.28,	8.7800
85.94,	8.7800
86.60,	8.7800
87.27,	8.7700
87.93,	8.7700
88.59,	8.7700
89.26,	8.7700
89.92,	8.7700
90.58,	8.7700
91.24,	8.7600
91.91,	8.7600
92.57,	8.7600
93.23,	8.7600
93.90,	8.7500
94.56,	8.7500
95.22,	8.7500
95.88,	8.7500
96.55,	8.7400
97.21,	8.7400
97.87,	8.7300
98.53,	8.7300
99.20,	8.7200
99.86,	8.7100
100.52,	8.7000
101.18,	8.7000
101.85,	8.6900
102.51,	8.6900
103.17,	8.6900
103.83,	8.6800
104.49,	8.6700
105.16,	8.6700
105.82,	8.6600
106.48,	8.6500
107.14,	8.6300
107.80,	8.6100
108.47,	8.6100
109.13,	8.6100
109.79,	8.6000
110.45,	8.5900
111.11,	8.5900
111.77,	8.5800
112.44,	8.5700
113.10,	8.5600
113.76,	8.5400
114.42,	8.5300
115.08,	8.5100
115.74,	8.5000
116.40,	8.4900
117.06,	8.4900
117.73,	8.4900
118.39,	8.4900
119.05,	8.4900
119.71,	8.5000
120.37,	8.4900
121.03,	8.4900
121.69,	8.4700
122.35,	8.4500
123.01,	8.4300
123.67,	8.4200
124.33,	8.4100
125.00,	8.4100
125.66,	8.3900
126.32,	8.3800
126.98,	8.3600
127.64,	8.3400
128.30,	8.3200
128.96,	8.3000
129.62,	8.2900
130.28,	8.2900
130.94,	8.2800
131.60,	8.2700
132.26,	8.2600
132.92,	8.2600
133.58,	8.2500
134.24,	8.2500
134.90,	8.2500
135.56,	8.2500
136.22,	8.2400
136.88,	8.2300
137.54,	8.2300
138.20,	8.2200
138.86,	8.2100
139.52,	8.1900
140.18,	8.1900
140.84,	8.1800
141.50,	8.1700
142.16,	8.1700
142.82,	8.1600
143.48,	8.1600
144.14,	8.1600
144.79,	8.1600
145.45,	8.1600
146.11,	8.1500
146.77,	8.1500
147.43,	8.1500
148.09,	8.1500
148.75,	8.1500
149.41,	8.1500
150.07,	8.1400
150.73,	8.1300
151.39,	8.1300
152.04,	8.1300
152.70,	8.1200
153.36,	8.1200
154.02,	8.1200
154.68,	8.1100
155.34,	8.1100
156.00,	8.1100
156.65,	8.1100
157.31,	8.1100
157.97,	8.1100
158.63,	8.1100
159.29,	8.0900
159.95,	8.0800
160.60,	8.0700
161.26,	8.0600
161.92,	8.0500
162.58,	8.0500
163.24,	8.0400
163.90,	8.0400
164.55,	8.0300
165.21,	8.0200
165.87,	8.0200
166.53,	8.0100
167.18,	7.9900
167.84,	7.9800
168.50,	7.9700
169.16,	7.9700
169.82,	7.9700
170.47,	7.9700
171.13,	7.9700
171.79,	7.9700
172.44,	7.9700
173.10,	7.9700
173.76,	7.9500
174.42,	7.9500
175.07,	7.9500
175.73,	7.9500
176.39,	7.9400
177.05,	7.9400
177.70,	7.9400
178.36,	7.9200
179.02,	7.9000
179.67,	7.8800
180.33,	7.8700
180.99,	7.8700
181.64,	7.8600
182.30,	7.8500
182.96,	7.8500
183.61,	7.8300
184.27,	7.8200
184.93,	7.8400
185.58,	7.8800
186.24,	7.9200
186.90,	7.9600
187.55,	7.9800
188.21,	7.9800
188.87,	7.9800
189.52,	7.9700
190.18,	7.9700
190.83,	7.9600
191.49,	7.9300
192.15,	7.9100
192.80,	7.8900
193.46,	7.8800
194.11,	7.8700
194.77,	7.8600
195.43,	7.8500
196.08,	7.8500
196.74,	7.8400
197.39,	7.8400
198.05,	7.8300
198.70,	7.8300
199.36,	7.8300
200.02,	7.8200
200.67,	7.8300
201.33,	7.8200
201.98,	7.8100
202.64,	7.8100
203.29,	7.8100
203.95,	7.8000
204.60,	7.8000
205.26,	7.8100
205.91,	7.8100
206.57,	7.8000
207.22,	7.8000
207.88,	7.8000
208.53,	7.7900
209.19,	7.7900
209.84,	7.7900
210.50,	7.7800
211.15,	7.7800
211.81,	7.7800
212.46,	7.7700
213.12,	7.7700
213.77,	7.7700
214.43,	7.7700
215.08,	7.7700
215.74,	7.7600
216.39,	7.7600
217.04,	7.7500
217.70,	7.7500
218.35,	7.7600
219.01,	7.7600
219.66,	7.7600
220.32,	7.7700
220.97,	7.7700
221.62,	7.7700
222.28,	7.7700
222.93,	7.7700
223.59,	7.7700
224.24,	7.7500
224.89,	7.7400
225.55,	7.7200
226.20,	7.7100
226.85,	7.7000
227.51,	7.7000
228.16,	7.6900
228.81,	7.6700
229.47,	7.6700
230.12,	7.6600
230.78,	7.6500
231.43,	7.6400
232.08,	7.6400
232.74,	7.6300
233.39,	7.6300
234.04,	7.6200
234.69,	7.6200
235.35,	7.6200
236.00,	7.6100
236.65,	7.6000
237.31,	7.6000
237.96,	7.6000
238.61,	7.5900
239.27,	7.5900
239.92,	7.5900
240.57,	7.5800
241.22,	7.5800
241.88,	7.5800
242.53,	7.5700
243.18,	7.5700
243.83,	7.5600
244.49,	7.5600
245.14,	7.5500
245.79,	7.5400
246.44,	7.5200
247.10,	7.5200
247.75,	7.5200
248.40,	7.5200
249.05,	7.5200
249.70,	7.5200
250.36,	7.5300
251.01,	7.5300
251.66,	7.5200
252.31,	7.5200
252.96,	7.5200
253.62,	7.5100
254.27,	7.5100
254.92,	7.5100
255.57,	7.4900
256.22,	7.4800
256.88,	7.4700
257.53,	7.4600
258.18,	7.4500
258.83,	7.4500
259.48,	7.4500
260.13,	7.4400
260.78,	7.4300
261.44,	7.4200
262.09,	7.4100
262.74,	7.4100
263.39,	7.4000
264.04,	7.3900
264.69,	7.3800
265.34,	7.3700
265.99,	7.3600
266.64,	7.3500
267.29,	7.3400
267.95,	7.3300
268.60,	7.3300
269.25,	7.3300
269.90,	7.3300
270.55,	7.3200
271.20,	7.3200
271.85,	7.3100
272.50,	7.3000
273.15,	7.2900
273.80,	7.2800
274.45,	7.2700
275.10,	7.2700
275.75,	7.2700
276.40,	7.2700
277.05,	7.2700
277.70,	7.2700
278.35,	7.2700
279.00,	7.2700
279.65,	7.2700
280.30,	7.2700
280.95,	7.2700
281.60,	7.2600
282.25,	7.2500
282.90,	7.2500
283.55,	7.2500
284.20,	7.2500
284.85,	7.2400
285.50,	7.2400
286.15,	7.2400
286.80,	7.2300
287.45,	7.2300
288.10,	7.2200
288.75,	7.2000
289.40,	7.1700
290.05,	7.1400
290.70,	7.1100
291.35,	7.0800
292.00,	7.0300
292.64,	6.9900
293.29,	6.9600
293.94,	6.9400
294.59,	6.9100
295.24,	6.8900
295.89,	6.8800
296.54,	6.8800
297.19,	6.8700
297.84,	6.8700
298.49,	6.8600
299.13,	6.8500
299.78,	6.8500
300.43,	6.8500
301.08,	6.8400
301.73,	6.8300
302.38,	6.8200
303.02,	6.8100
303.67,	6.8000
304.32,	6.8000
304.97,	6.7900
305.62,	6.8000
306.27,	6.8000
306.91,	6.7900
307.56,	6.7800
308.21,	6.7800
308.86,	6.7800
309.51,	6.7800
310.15,	6.7700
310.80,	6.7700
311.45,	6.7700
312.10,	6.7800
312.75,	6.7700
313.39,	6.7700
314.04,	6.7600
314.69,	6.7700
315.34,	6.7700
315.98,	6.7700
316.63,	6.7600
317.28,	6.7600
317.93,	6.7500
318.57,	6.7400
319.22,	6.7400
319.87,	6.7300
320.52,	6.7400
321.16,	6.7300
321.81,	6.7300
322.46,	6.7200
323.10,	6.7100
323.75,	6.7000
324.40,	6.6700
325.04,	6.6300
325.69,	6.6000
326.34,	6.5900
326.99,	6.5800
327.63,	6.5800
328.28,	6.5700
328.93,	6.5500
329.57,	6.5400
