Call Sign = ZSDA,	Ship Name = SA Agulhas,	Lloyds Num = 0
Date = 12/01/2016,	Time = 17:59,	
Latitude = 35 35.75  S,	Longitude = 013 46.65  E
Instr = Sippican Deep Blue,	Card Type = Sippican MK-21,	
Wind Instr = ,	Measur Method = 
Probe Serial Num = -1,	Ship Dir = -1,	Ship Speed = -1.00
Wind Dir = 265,	Wind Speed = 1.60
Dry Bulb Temp = 16.60,	Total Water Depth = -1.00

Full Resolution Values
Depth,	 Temp
0.67,	18.1800
1.34,	18.0500
2.01,	18.0200
2.68,	18.0000
3.34,	18.0000
4.01,	17.9800
4.68,	17.9700
5.35,	17.9500
6.02,	17.9100
6.69,	17.8800
7.36,	17.8500
8.03,	17.8200
8.69,	17.8000
9.36,	17.7700
10.03,	17.7100
10.70,	17.6700
11.37,	17.6600
12.04,	17.6500
12.70,	17.6500
13.37,	17.6400
14.04,	17.6400
14.71,	17.6300
15.38,	17.6300
16.05,	17.6200
16.71,	17.6200
17.38,	17.6200
18.05,	17.6200
18.72,	17.6100
19.38,	17.6100
20.05,	17.6000
20.72,	17.6000
21.39,	17.6000
22.06,	17.6000
22.72,	17.6000
23.39,	17.6000
24.06,	17.5800
24.73,	17.5600
25.39,	17.5500
26.06,	17.5500
26.73,	17.5500
27.40,	17.5500
28.06,	17.5200
28.73,	17.4000
29.40,	17.1500
30.06,	16.8700
30.73,	16.6300
31.40,	16.5200
32.06,	16.4500
32.73,	16.3900
33.40,	16.3500
34.07,	16.3000
34.73,	16.2600
35.40,	16.2300
36.07,	16.2100
36.73,	16.2000
37.40,	16.2100
38.07,	16.2400
38.73,	16.2700
39.40,	16.3400
40.06,	16.4400
40.73,	16.6100
41.40,	16.7600
42.06,	16.8600
42.73,	16.9300
43.40,	16.9400
44.06,	16.9300
44.73,	16.9100
45.39,	16.9000
46.06,	16.8900
46.73,	16.8700
47.39,	16.8200
48.06,	16.7000
48.72,	16.5000
49.39,	16.3300
50.06,	16.2100
50.72,	16.0500
51.39,	15.9700
52.05,	15.8900
52.72,	15.6700
53.38,	15.3800
54.05,	15.1800
54.71,	15.0200
55.38,	14.9000
56.05,	14.8300
56.71,	14.7600
57.38,	14.6900
58.04,	14.6500
58.71,	14.6200
59.37,	14.5600
60.04,	14.5700
60.70,	14.6700
61.37,	14.7300
62.03,	14.7100
62.70,	14.6600
63.36,	14.6100
64.03,	14.5800
64.69,	14.5800
65.36,	14.5700
66.02,	14.5800
66.69,	14.6100
67.35,	14.6500
68.01,	14.6800
68.68,	14.6800
69.34,	14.6800
70.01,	14.6900
70.67,	14.6900
71.34,	14.7000
72.00,	14.7200
72.66,	14.7300
73.33,	14.7300
73.99,	14.7200
74.66,	14.7100
75.32,	14.7100
75.98,	14.7000
76.65,	14.7000
77.31,	14.6900
77.98,	14.6900
78.64,	14.6800
79.30,	14.6800
79.97,	14.6800
80.63,	14.6700
81.30,	14.6500
81.96,	14.6200
82.62,	14.5800
83.29,	14.5600
83.95,	14.5600
84.61,	14.5500
85.28,	14.5400
85.94,	14.5200
86.60,	14.5000
87.27,	14.5000
87.93,	14.4700
88.59,	14.4200
89.26,	14.3800
89.92,	14.3600
90.58,	14.3400
91.24,	14.3200
91.91,	14.2400
92.57,	14.1800
93.23,	14.1100
93.90,	14.0900
94.56,	14.0800
95.22,	14.0600
95.88,	14.0400
96.55,	14.0200
97.21,	14.0100
97.87,	13.9900
98.53,	13.9600
99.20,	13.9300
99.86,	13.9000
100.52,	13.8600
101.18,	13.8200
101.85,	13.7900
102.51,	13.7500
103.17,	13.7100
103.83,	13.6900
104.49,	13.6700
105.16,	13.6700
105.82,	13.6600
106.48,	13.6400
107.14,	13.6300
107.80,	13.6200
108.47,	13.6600
109.13,	13.7200
109.79,	13.7000
110.45,	13.6700
111.11,	13.6600
111.77,	13.6700
112.44,	13.6300
113.10,	13.5600
113.76,	13.5200
114.42,	13.4900
115.08,	13.4700
115.74,	13.4500
116.40,	13.4200
117.06,	13.3600
117.73,	13.3100
118.39,	13.2600
119.05,	13.2100
119.71,	13.1900
120.37,	13.1800
121.03,	13.1700
121.69,	13.1500
122.35,	13.1100
123.01,	13.0900
123.67,	13.0800
124.33,	13.0700
125.00,	13.0500
125.66,	13.0300
126.32,	13.0300
126.98,	13.0400
127.64,	13.0800
128.30,	13.1200
128.96,	13.1100
129.62,	13.1000
130.28,	13.1000
130.94,	13.1300
131.60,	13.1300
132.26,	13.1200
132.92,	13.1400
133.58,	13.1600
134.24,	13.1600
134.90,	13.1700
135.56,	13.1700
136.22,	13.1500
136.88,	13.1200
137.54,	13.1100
138.20,	13.0900
138.86,	13.0900
139.52,	13.0900
140.18,	13.0700
140.84,	13.0700
141.50,	13.0800
142.16,	13.0800
142.82,	13.0900
143.48,	13.1200
144.14,	13.1400
144.79,	13.1700
145.45,	13.2100
146.11,	13.1900
146.77,	13.1700
147.43,	13.1600
148.09,	13.1600
148.75,	13.1500
149.41,	13.1300
150.07,	13.1000
150.73,	13.0900
151.39,	13.1300
152.04,	13.1800
152.70,	13.1900
153.36,	13.1700
154.02,	13.1500
154.68,	13.1300
155.34,	13.1300
156.00,	13.1300
156.65,	13.1400
157.31,	13.1500
157.97,	13.1400
158.63,	13.1300
159.29,	13.1100
159.95,	13.0900
160.60,	13.0500
161.26,	13.0100
161.92,	12.9800
162.58,	12.9600
163.24,	12.9300
163.90,	12.9100
164.55,	12.8900
165.21,	12.8700
165.87,	12.8800
166.53,	12.8700
167.18,	12.8500
167.84,	12.8400
168.50,	12.8100
169.16,	12.8000
169.82,	12.8000
170.47,	12.7800
171.13,	12.7600
171.79,	12.7300
172.44,	12.7000
173.10,	12.6900
173.76,	12.6900
174.42,	12.6800
175.07,	12.6500
175.73,	12.6300
176.39,	12.6200
177.05,	12.6000
177.70,	12.5800
178.36,	12.5700
179.02,	12.5500
179.67,	12.5400
180.33,	12.5300
180.99,	12.5000
181.64,	12.4900
182.30,	12.4800
182.96,	12.4800
183.61,	12.4800
184.27,	12.4700
184.93,	12.4500
185.58,	12.4300
186.24,	12.4200
186.90,	12.4200
187.55,	12.4200
188.21,	12.4000
188.87,	12.3800
189.52,	12.3700
190.18,	12.3600
190.83,	12.3600
191.49,	12.3400
192.15,	12.3200
192.80,	12.3100
193.46,	12.3100
194.11,	12.3100
194.77,	12.3200
195.43,	12.3200
196.08,	12.3300
196.74,	12.3300
197.39,	12.3500
198.05,	12.3500
198.70,	12.3600
199.36,	12.3800
200.02,	12.4200
200.67,	12.4600
201.33,	12.4800
201.98,	12.4900
202.64,	12.4900
203.29,	12.4800
203.95,	12.4900
204.60,	12.5000
205.26,	12.5100
205.91,	12.5100
206.57,	12.5000
207.22,	12.4900
207.88,	12.4800
208.53,	12.4800
209.19,	12.4700
209.84,	12.4600
210.50,	12.4400
211.15,	12.4000
211.81,	12.3600
212.46,	12.3300
213.12,	12.3200
213.77,	12.3100
214.43,	12.3000
215.08,	12.2500
215.74,	12.2000
216.39,	12.1800
217.04,	12.2100
217.70,	12.2600
218.35,	12.2900
219.01,	12.3200
219.66,	12.3700
220.32,	12.3900
220.97,	12.3900
221.62,	12.3800
222.28,	12.3500
222.93,	12.3100
223.59,	12.2700
224.24,	12.2400
224.89,	12.2100
225.55,	12.1800
226.20,	12.1100
226.85,	12.0300
227.51,	12.0000
228.16,	11.9800
228.81,	11.9700
229.47,	11.9600
230.12,	11.9700
230.78,	11.9700
231.43,	11.9900
232.08,	12.0400
232.74,	12.1000
233.39,	12.1300
234.04,	12.1000
234.69,	12.0100
235.35,	11.9800
236.00,	11.9700
236.65,	11.9700
237.31,	11.9700
237.96,	11.9800
238.61,	12.0000
239.27,	12.0900
239.92,	12.1700
240.57,	12.2200
241.22,	12.2100
241.88,	12.2100
242.53,	12.2100
243.18,	12.2000
243.83,	12.1700
244.49,	12.1200
245.14,	12.0800
245.79,	12.0600
246.44,	12.0400
247.10,	12.0100
247.75,	11.9700
248.40,	11.9500
249.05,	11.9300
249.70,	11.9100
250.36,	11.8600
251.01,	11.8300
251.66,	11.8300
252.31,	11.8200
252.96,	11.8300
253.62,	11.8300
254.27,	11.8300
254.92,	11.8400
255.57,	11.8300
256.22,	11.8100
256.88,	11.8000
257.53,	11.7800
258.18,	11.7800
258.83,	11.7600
259.48,	11.7400
260.13,	11.7100
260.78,	11.6700
261.44,	11.6200
262.09,	11.5600
262.74,	11.5300
263.39,	11.5100
264.04,	11.5000
264.69,	11.5000
265.34,	11.5300
265.99,	11.5400
266.64,	11.5500
267.29,	11.5400
267.95,	11.5400
268.60,	11.5400
269.25,	11.5400
269.90,	11.5300
270.55,	11.5300
271.20,	11.5200
271.85,	11.5100
272.50,	11.5000
273.15,	11.5000
273.80,	11.5100
274.45,	11.5600
275.10,	11.6000
275.75,	11.6000
276.40,	11.5900
277.05,	11.6100
277.70,	11.6300
278.35,	11.6400
279.00,	11.6400
279.65,	11.6300
280.30,	11.5900
280.95,	11.5500
281.60,	11.5300
282.25,	11.5100
282.90,	11.4900
283.55,	11.4800
284.20,	11.4700
284.85,	11.4600
285.50,	11.4400
286.15,	11.4300
286.80,	11.4400
287.45,	11.4700
288.10,	11.4900
288.75,	11.5200
289.40,	11.5500
290.05,	11.5600
290.70,	11.5600
291.35,	11.5600
292.00,	11.5600
292.64,	11.5600
293.29,	11.5600
293.94,	11.5500
294.59,	11.5500
295.24,	11.5500
295.89,	11.5600
296.54,	11.5600
297.19,	11.5600
297.84,	11.5500
298.49,	11.5400
299.13,	11.5400
299.78,	11.5400
300.43,	11.5300
301.08,	11.5200
301.73,	11.5100
302.38,	11.5000
303.02,	11.4900
303.67,	11.4700
304.32,	11.4200
304.97,	11.3800
305.62,	11.3500
306.27,	11.3300
306.91,	11.3300
307.56,	11.3800
308.21,	11.4100
308.86,	11.4200
309.51,	11.4200
310.15,	11.4200
310.80,	11.4000
311.45,	11.4000
312.10,	11.3900
312.75,	11.3900
313.39,	11.3900
314.04,	11.3800
314.69,	11.3700
315.34,	11.3700
315.98,	11.3600
316.63,	11.3300
317.28,	11.2900
317.93,	11.2600
318.57,	11.2600
319.22,	11.2500
319.87,	11.2200
320.52,	11.2000
321.16,	11.1600
321.81,	11.1300
322.46,	11.1200
323.10,	11.0900
323.75,	11.0700
324.40,	11.0600
325.04,	11.0500
325.69,	11.0400
326.34,	11.0400
326.99,	11.0500
327.63,	11.0500
328.28,	11.0500
328.93,	11.0600
329.57,	11.0600
