Call Sign = ZSDA,	Ship Name = SA Agulhas,	Lloyds Num = 0
Date = 01/12/2016,	Time = 03:00,	
Latitude = 34 29.96  S,	Longitude = 017 03.72  E
Instr = Sippican Deep Blue,	Card Type = Sippican MK-21,	
Wind Instr = ,	Measur Method = 
Probe Serial Num = -1,	Ship Dir = -1,	Ship Speed = -1.00
Wind Dir = 139,	Wind Speed = 22.40
Dry Bulb Temp = 18.70,	Total Water Depth = -1.00

Full Resolution Values
Depth,	 Temp
0.67,	19.4700
1.34,	19.4400
2.01,	19.4300
2.68,	19.4200
3.34,	19.4300
4.01,	19.4300
4.68,	19.4200
5.35,	19.4200
6.02,	19.4200
6.69,	19.4200
7.36,	19.4300
8.03,	19.4300
8.69,	19.4300
9.36,	19.4300
10.03,	19.4400
10.70,	19.4400
11.37,	19.4300
12.04,	19.4400
12.70,	19.4400
13.37,	19.4400
14.04,	19.4300
14.71,	19.4300
15.38,	19.4200
16.05,	19.4100
16.71,	19.4200
17.38,	19.3700
18.05,	19.3000
18.72,	19.2400
19.38,	19.1800
20.05,	19.1300
20.72,	19.0400
21.39,	18.9000
22.06,	18.7900
22.72,	18.7400
23.39,	18.7300
24.06,	18.7300
24.73,	18.7200
25.39,	18.7200
26.06,	18.7100
26.73,	18.7100
27.40,	18.7100
28.06,	18.7100
28.73,	18.7000
29.40,	18.7000
30.06,	18.6800
30.73,	18.6700
31.40,	18.6100
32.06,	18.5100
32.73,	18.3900
33.40,	18.2800
34.07,	18.1700
34.73,	18.0700
35.40,	18.0000
36.07,	17.9500
36.73,	17.9000
37.40,	17.8400
38.07,	17.7800
38.73,	17.7500
39.40,	17.7300
40.06,	17.7100
40.73,	17.6600
41.40,	17.6200
42.06,	17.5900
42.73,	17.5600
43.40,	17.5500
44.06,	17.5400
44.73,	17.5300
45.39,	17.5200
46.06,	17.5100
46.73,	17.4900
47.39,	17.4700
48.06,	17.4500
48.72,	17.4300
49.39,	17.4200
50.06,	17.4200
50.72,	17.4200
51.39,	17.4100
52.05,	17.4000
52.72,	17.3900
53.38,	17.3800
54.05,	17.3700
54.71,	17.3500
55.38,	17.3400
56.05,	17.3400
56.71,	17.3400
57.38,	17.3200
58.04,	17.3000
58.71,	17.2900
59.37,	17.2600
60.04,	17.2300
60.70,	17.1900
61.37,	17.1300
62.03,	17.0500
62.70,	16.9900
63.36,	16.9100
64.03,	16.8300
64.69,	16.7900
65.36,	16.7700
66.02,	16.7400
66.69,	16.7100
67.35,	16.6600
68.01,	16.6000
68.68,	16.5700
69.34,	16.5600
70.01,	16.5200
70.67,	16.4900
71.34,	16.4400
72.00,	16.3800
72.66,	16.3500
73.33,	16.3300
73.99,	16.2600
74.66,	16.0700
75.32,	15.8200
75.98,	15.6300
76.65,	15.4700
77.31,	15.3700
77.98,	15.3000
78.64,	15.2600
79.30,	15.2100
79.97,	15.1600
80.63,	15.1400
81.30,	15.1000
81.96,	15.0500
82.62,	15.0100
83.29,	14.9700
83.95,	14.9000
84.61,	14.8400
85.28,	14.7800
85.94,	14.6900
86.60,	14.5900
87.27,	14.5400
87.93,	14.5100
88.59,	14.5000
89.26,	14.4900
89.92,	14.4700
90.58,	14.3800
91.24,	14.3000
91.91,	14.2400
92.57,	14.2200
93.23,	14.2000
93.90,	14.1900
94.56,	14.1800
95.22,	14.1600
95.88,	14.0800
96.55,	14.0300
97.21,	14.0400
97.87,	14.0400
98.53,	14.0300
99.20,	14.0100
99.86,	13.9900
100.52,	13.9600
101.18,	13.9400
101.85,	13.9100
102.51,	13.8800
103.17,	13.8700
103.83,	13.8600
104.49,	13.8600
105.16,	13.8300
105.82,	13.8000
106.48,	13.7700
107.14,	13.7500
107.80,	13.7300
108.47,	13.7100
109.13,	13.7000
109.79,	13.6900
110.45,	13.6800
111.11,	13.6700
111.77,	13.6500
112.44,	13.6300
113.10,	13.6200
113.76,	13.6000
114.42,	13.5700
115.08,	13.5200
115.74,	13.4800
116.40,	13.4500
117.06,	13.4200
117.73,	13.3800
118.39,	13.3700
119.05,	13.3600
119.71,	13.3400
120.37,	13.3200
121.03,	13.3100
121.69,	13.3000
122.35,	13.2900
123.01,	13.2800
123.67,	13.2500
124.33,	13.2200
125.00,	13.1600
125.66,	13.1200
126.32,	13.0900
126.98,	13.0800
127.64,	13.0700
128.30,	13.0700
128.96,	13.0600
129.62,	13.0500
130.28,	13.0200
130.94,	13.0000
131.60,	12.9800
132.26,	12.9700
132.92,	12.9700
133.58,	12.9600
134.24,	12.9500
134.90,	12.9400
135.56,	12.9200
136.22,	12.8900
136.88,	12.8600
137.54,	12.8400
138.20,	12.8300
138.86,	12.8100
139.52,	12.7800
140.18,	12.7600
140.84,	12.7600
141.50,	12.7500
142.16,	12.7300
142.82,	12.7000
143.48,	12.6700
144.14,	12.6700
144.79,	12.6700
145.45,	12.6600
146.11,	12.6600
146.77,	12.6700
147.43,	12.6900
148.09,	12.6900
148.75,	12.6900
149.41,	12.6600
150.07,	12.6200
150.73,	12.5900
151.39,	12.5500
152.04,	12.5200
152.70,	12.5000
153.36,	12.4700
154.02,	12.4100
154.68,	12.3300
155.34,	12.2700
156.00,	12.2600
156.65,	12.2700
157.31,	12.2800
157.97,	12.2800
158.63,	12.2600
159.29,	12.2300
159.95,	12.2200
160.60,	12.2000
161.26,	12.1900
161.92,	12.1800
162.58,	12.1700
163.24,	12.1400
163.90,	12.1100
164.55,	12.0900
165.21,	12.0700
165.87,	12.0700
166.53,	12.0800
167.18,	12.1100
167.84,	12.1400
168.50,	12.1600
169.16,	12.1700
169.82,	12.1500
170.47,	12.1200
171.13,	12.1100
171.79,	12.1100
172.44,	12.1200
173.10,	12.1200
173.76,	12.1100
174.42,	12.0800
175.07,	12.0500
175.73,	12.0200
176.39,	11.9800
177.05,	11.9600
177.70,	11.9400
178.36,	11.9100
179.02,	11.8800
179.67,	11.8600
180.33,	11.8700
180.99,	11.8900
181.64,	11.9000
182.30,	11.9100
182.96,	11.8700
183.61,	11.8200
184.27,	11.8000
184.93,	11.7800
185.58,	11.7600
186.24,	11.7300
186.90,	11.7200
187.55,	11.7400
188.21,	11.7500
188.87,	11.7500
189.52,	11.6900
190.18,	11.6500
190.83,	11.6300
191.49,	11.6300
192.15,	11.6300
192.80,	11.6200
193.46,	11.6100
194.11,	11.6000
194.77,	11.5900
195.43,	11.5700
196.08,	11.5200
196.74,	11.4600
197.39,	11.4400
198.05,	11.4300
198.70,	11.4200
199.36,	11.4100
200.02,	11.4000
200.67,	11.3800
201.33,	11.3600
201.98,	11.3500
202.64,	11.3400
203.29,	11.3200
203.95,	11.3100
204.60,	11.2900
205.26,	11.2700
205.91,	11.2600
206.57,	11.2500
207.22,	11.2400
207.88,	11.2200
208.53,	11.2000
209.19,	11.1700
209.84,	11.1500
210.50,	11.1300
211.15,	11.1100
211.81,	11.0900
212.46,	11.0900
213.12,	11.0800
213.77,	11.0700
214.43,	11.0500
215.08,	11.0400
215.74,	11.0300
216.39,	11.0300
217.04,	11.0300
217.70,	11.0300
218.35,	11.0300
219.01,	11.0000
219.66,	10.9700
220.32,	10.9300
220.97,	10.8900
221.62,	10.8600
222.28,	10.8300
222.93,	10.8200
223.59,	10.8000
224.24,	10.7700
224.89,	10.7500
225.55,	10.7400
226.20,	10.7200
226.85,	10.7100
227.51,	10.7000
228.16,	10.7000
228.81,	10.6900
229.47,	10.6800
230.12,	10.6500
230.78,	10.6200
231.43,	10.6000
232.08,	10.5800
232.74,	10.5600
233.39,	10.5500
234.04,	10.5400
234.69,	10.5300
235.35,	10.5200
236.00,	10.5100
236.65,	10.5100
237.31,	10.5100
237.96,	10.5100
238.61,	10.5100
239.27,	10.5100
239.92,	10.4900
240.57,	10.4700
241.22,	10.4600
241.88,	10.4600
242.53,	10.4500
243.18,	10.4400
243.83,	10.4200
244.49,	10.4200
245.14,	10.4100
245.79,	10.4100
246.44,	10.4100
247.10,	10.3900
247.75,	10.3700
248.40,	10.3600
249.05,	10.3600
249.70,	10.3500
250.36,	10.3400
251.01,	10.3200
251.66,	10.3200
252.31,	10.3000
252.96,	10.2800
253.62,	10.2700
254.27,	10.2500
254.92,	10.2400
255.57,	10.2300
256.22,	10.2100
256.88,	10.1900
257.53,	10.1500
258.18,	10.1200
258.83,	10.1000
259.48,	10.0900
260.13,	10.0800
260.78,	10.0600
261.44,	10.0400
262.09,	10.0100
262.74,	9.9800
263.39,	9.9300
264.04,	9.8900
264.69,	9.8800
265.34,	9.8800
265.99,	9.8800
266.64,	9.8800
267.29,	9.8900
267.95,	9.9100
268.60,	9.9300
269.25,	9.9400
269.90,	9.9500
270.55,	9.9600
271.20,	9.9700
271.85,	9.9900
272.50,	9.9800
273.15,	9.9800
273.80,	9.9800
274.45,	9.9800
275.10,	9.9900
275.75,	9.9800
276.40,	9.9700
277.05,	9.9600
277.70,	9.9500
278.35,	9.9500
279.00,	9.9400
279.65,	9.9300
280.30,	9.9100
280.95,	9.8900
281.60,	9.8700
282.25,	9.8500
282.90,	9.8500
283.55,	9.8500
284.20,	9.8400
284.85,	9.8200
285.50,	9.8000
286.15,	9.7700
286.80,	9.7400
287.45,	9.7200
288.10,	9.6900
288.75,	9.6700
289.40,	9.6400
290.05,	9.6100
290.70,	9.5900
291.35,	9.5800
292.00,	9.5700
292.64,	9.5700
293.29,	9.5700
293.94,	9.5600
294.59,	9.5500
295.24,	9.5400
295.89,	9.5200
296.54,	9.5000
297.19,	9.4900
297.84,	9.4900
298.49,	9.4800
299.13,	9.4600
299.78,	9.4400
300.43,	9.4100
301.08,	9.4000
301.73,	9.4000
302.38,	9.4000
303.02,	9.3900
303.67,	9.3800
304.32,	9.3700
304.97,	9.3600
305.62,	9.3600
306.27,	9.3700
306.91,	9.3700
307.56,	9.3800
308.21,	9.3800
308.86,	9.3700
309.51,	9.3700
310.15,	9.3700
310.80,	9.3500
311.45,	9.3400
312.10,	9.3400
312.75,	9.3300
313.39,	9.3200
314.04,	9.3100
314.69,	9.3000
315.34,	9.2900
315.98,	9.2800
316.63,	9.2800
317.28,	9.2700
317.93,	9.2600
318.57,	9.2400
319.22,	9.2200
319.87,	9.2100
320.52,	9.2000
321.16,	9.1900
321.81,	9.1900
322.46,	9.1800
323.10,	9.1700
323.75,	9.1600
324.40,	9.1500
325.04,	9.1500
325.69,	9.1400
326.34,	9.1400
326.99,	9.1400
327.63,	9.1400
328.28,	9.1400
328.93,	9.1300
329.57,	9.1300
