Call Sign = ZSDA,	Ship Name = SA Agulhas,	Lloyds Num = 0
Date = 12/06/2016,	Time = 08:02,	
Latitude = 53 11.93  S,	Longitude = 000 00.27  W
330.22,	4.7400
330.86,	4.7400
331.51,	4.7400
332.16,	4.7500
332.80,	4.7400
333.45,	4.7400
334.10,	4.7400
334.74,	4.7500
335.39,	4.7500
336.03,	4.7500
336.68,	4.7500
337.33,	4.7500
337.97,	4.7500
338.62,	4.7500
339.26,	4.7500
339.91,	4.7500
340.56,	4.7600
341.20,	4.7600
341.85,	4.7600
342.49,	4.7600
343.14,	4.7600
343.78,	4.7600
344.43,	4.7600
345.08,	4.7600
345.72,	4.7500
346.37,	4.7600
347.01,	4.7600
347.66,	4.7600
348.30,	4.7600
348.95,	4.7600
349.59,	4.7600
350.24,	4.7600
350.88,	4.7600
351.53,	4.7600
352.17,	4.7600
352.82,	4.7600
353.46,	4.7600
354.11,	4.7600
354.75,	4.7600
355.40,	4.7600
356.04,	4.7600
356.69,	4.7600
357.33,	4.7600
357.98,	4.7600
358.62,	4.7600
359.27,	4.7600
359.91,	4.7600
360.55,	4.7600
361.20,	4.7600
361.84,	4.7600
362.49,	4.7600
363.13,	4.7600
363.78,	4.7700
364.42,	4.7700
365.06,	4.7600
365.71,	4.7600
366.35,	4.7600
367.00,	4.7600
367.64,	4.7600
368.28,	4.7600
368.93,	4.7600
369.57,	4.7600
370.22,	4.7600
370.86,	4.7600
371.50,	4.7600
372.15,	4.7600
372.79,	4.7600
373.43,	4.7600
374.08,	4.7600
374.72,	4.7600
375.36,	4.7600
376.01,	4.7600
376.65,	4.7600
377.29,	4.7600
377.94,	4.7600
378.58,	4.7600
379.22,	4.7600
379.87,	4.7600
380.51,	4.7600
381.15,	4.7600
381.79,	4.7500
382.44,	4.7600
383.08,	4.7500
383.72,	4.7500
384.37,	4.7500
385.01,	4.7600
385.65,	4.7500
386.29,	4.7500
386.94,	4.7500
387.58,	4.7500
388.22,	4.7500
388.86,	4.7500
389.51,	4.7500
390.15,	4.7500
390.79,	4.7500
391.43,	4.7500
392.08,	4.7500
392.72,	4.7500
393.36,	4.7500
394.00,	4.7500
394.64,	4.7500
395.29,	4.7500
395.93,	4.7600
396.57,	4.7500
397.21,	4.7500
397.85,	4.7500
398.50,	4.7500
399.14,	4.7500
399.78,	4.7600
400.42,	4.7600
401.06,	4.7600
401.70,	4.7600
402.34,	4.7600
402.99,	4.7600
403.63,	4.7600
404.27,	4.7600
404.91,	4.7600
405.55,	4.7600
406.19,	4.7600
406.83,	4.7600
407.48,	4.7500
408.12,	4.7600
408.76,	4.7600
409.40,	4.7600
410.04,	4.7600
410.68,	4.7500
411.32,	4.7600
411.96,	4.7500
412.60,	4.7500
413.24,	4.7600
413.88,	4.7600
414.52,	4.7600
415.17,	4.7600
415.81,	4.7500
416.45,	4.7600
417.09,	4.7600
417.73,	4.7600
418.37,	4.7600
419.01,	4.7600
419.65,	4.7600
420.29,	4.7600
420.93,	4.7600
421.57,	4.7600
422.21,	4.7600
422.85,	4.7600
423.49,	4.7600
424.13,	4.7600
424.77,	4.7600
425.41,	4.7600
426.05,	4.7600
426.69,	4.7600
427.33,	4.7600
427.97,	4.7600
428.61,	4.7600
429.25,	4.7600
429.89,	4.7600
430.53,	4.7600
431.17,	4.7600
431.80,	4.7600
432.44,	4.7600
433.08,	4.7500
433.72,	4.7600
434.36,	4.7600
435.00,	4.7600
435.64,	4.7500
436.28,	4.7500
436.92,	4.7500
437.56,	4.7500
438.20,	4.7600
438.84,	4.7600
439.47,	4.7600
440.11,	4.7600
440.75,	4.7600
441.39,	4.7600
442.03,	4.7600
442.67,	4.7600
443.31,	4.7600
443.95,	4.7700
444.58,	4.7700
445.22,	4.7700
445.86,	4.7700
446.50,	4.7700
447.14,	4.7700
447.78,	4.7700
448.41,	4.7700
449.05,	4.7700
449.69,	4.7700
450.33,	4.7700
450.97,	4.7700
451.60,	4.7700
452.24,	4.7700
452.88,	4.7700
453.52,	4.7700
454.16,	4.7800
454.79,	4.7800
455.43,	4.7800
456.07,	4.7800
456.71,	4.7800
457.35,	4.7800
457.98,	4.7800
458.62,	4.7800
459.26,	4.7800
459.90,	4.7900
460.53,	4.7900
461.17,	4.7900
461.81,	4.7900
462.44,	4.7900
463.08,	4.8000
463.72,	4.8100
464.36,	4.8100
464.99,	4.8200
465.63,	4.8200
466.27,	4.8200
466.90,	4.8200
467.54,	4.8300
468.18,	4.8300
468.81,	4.8300
469.45,	4.8300
470.09,	4.8400
470.72,	4.8400
471.36,	4.8400
472.00,	4.8400
472.63,	4.8400
473.27,	4.8400
473.91,	4.8400
474.54,	4.8400
475.18,	4.8400
475.82,	4.8400
476.45,	4.8400
477.09,	4.8500
477.73,	4.8500
478.36,	4.8500
479.00,	4.8500
479.63,	4.8500
480.27,	4.8500
480.91,	4.8500
481.54,	4.8500
482.18,	4.8500
482.81,	4.8500
483.45,	4.8500
484.08,	4.8500
484.72,	4.8500
485.36,	4.8500
485.99,	4.8600
486.63,	4.8600
487.26,	4.8600
487.90,	4.8600
488.53,	4.8600
489.17,	4.8700
489.80,	4.8800
490.44,	4.8900
491.07,	4.8900
491.71,	4.9000
492.34,	4.9000
492.98,	4.9000
493.62,	4.9000
494.25,	4.9000
494.89,	4.9000
495.52,	4.9100
496.15,	4.9100
496.79,	4.9100
497.42,	4.9100
498.06,	4.9100
498.69,	4.9200
499.33,	4.9300
499.96,	4.9400
500.60,	4.9400
501.23,	4.9500
501.87,	4.9600
502.50,	4.9600
503.14,	4.9600
503.77,	4.9600
504.40,	4.9600
505.04,	4.9700
505.67,	4.9800
506.31,	4.9800
506.94,	4.9900
507.57,	4.9900
508.21,	5.0000
508.84,	5.0000
509.48,	5.0100
510.11,	5.0100
510.74,	5.0100
511.38,	5.0200
512.01,	5.0200
512.65,	5.0200
513.28,	5.0300
513.91,	5.0300
514.55,	5.0400
515.18,	5.0400
515.81,	5.0500
516.45,	5.0500
517.08,	5.0500
517.71,	5.0600
518.35,	5.0600
518.98,	5.0600
519.61,	5.0600
520.25,	5.0700
520.88,	5.0700
521.51,	5.0800
522.15,	5.0800
522.78,	5.0800
523.41,	5.0900
524.04,	5.1000
524.68,	5.1000
525.31,	5.1000
525.94,	5.1000
526.58,	5.1100
527.21,	5.1200
527.84,	5.1200
528.47,	5.1300
529.11,	5.1400
529.74,	5.1400
530.37,	5.1500
531.00,	5.1600
531.64,	5.1600
532.27,	5.1700
532.90,	5.1800
533.53,	5.1800
534.17,	5.2000
534.80,	5.2100
535.43,	5.2200
536.06,	5.2300
536.69,	5.2500
537.33,	5.2600
537.96,	5.2700
538.59,	5.2800
539.22,	5.3000
539.85,	5.3100
540.48,	5.3200
541.12,	5.3300
541.75,	5.3400
542.38,	5.3600
543.01,	5.3800
543.64,	5.4000
544.27,	5.4200
544.91,	5.4400
545.54,	5.4600
546.17,	5.4800
546.80,	5.5000
547.43,	5.5200
548.06,	5.5400
548.69,	5.5600
549.32,	5.5800
549.95,	5.5900
550.59,	5.6100
551.22,	5.6300
551.85,	5.6600
552.48,	5.6800
553.11,	5.7100
553.74,	5.7300
554.37,	5.7600
555.00,	5.7800
555.63,	5.8100
556.26,	5.8400
556.89,	5.8700
557.52,	5.8900
558.15,	5.9100
558.78,	5.9300
559.42,	5.9600
560.05,	5.9700
560.68,	5.9900
561.31,	6.0000
561.94,	6.0200
562.57,	6.0300
563.20,	6.0500
563.83,	6.0600
564.46,	6.0700
565.09,	6.0800
565.72,	6.0900
566.35,	6.1000
566.98,	6.1100
567.61,	6.1200
568.24,	6.1300
568.87,	6.1300
569.50,	6.1400
570.12,	6.1400
570.75,	6.1500
571.38,	6.1600
572.01,	6.1600
572.64,	6.1700
573.27,	6.1800
573.90,	6.1800
574.53,	6.1900
575.16,	6.2000
575.79,	6.2100
576.42,	6.2200
577.05,	6.2300
577.68,	6.2500
578.31,	6.2600
578.93,	6.2800
579.56,	6.2900
580.19,	6.3000
580.82,	6.3100
581.45,	6.3200
582.08,	6.3300
582.71,	6.3400
583.34,	6.3500
583.97,	6.3600
584.59,	6.3700
585.22,	6.3800
585.85,	6.3900
586.48,	6.3900
587.11,	6.4100
587.74,	6.4200
588.36,	6.4300
588.99,	6.4400
589.62,	6.4500
590.25,	6.4700
590.88,	6.4700
591.50,	6.4800
592.13,	6.4800
592.76,	6.4900
593.39,	6.5000
594.02,	6.5100
594.64,	6.5200
595.27,	6.5200
595.90,	6.5200
596.53,	6.5300
597.16,	6.5400
597.78,	6.5400
598.41,	6.5500
599.04,	6.5500
599.67,	6.5600
600.29,	6.5700
600.92,	6.5800
601.55,	6.5800
602.18,	6.5900
602.80,	6.5900
603.43,	6.6000
604.06,	6.6000
604.68,	6.6000
605.31,	6.6000
605.94,	6.6100
606.57,	6.6100
607.19,	6.6100
607.82,	6.6100
608.45,	6.6200
609.07,	6.6200
609.70,	6.6300
610.33,	6.6300
610.95,	6.6300
611.58,	6.6400
612.21,	6.6400
612.83,	6.6500
613.46,	6.6500
614.09,	6.6600
614.71,	6.6600
615.34,	6.6600
615.97,	6.6700
616.59,	6.6700
617.22,	6.6800
617.84,	6.6800
618.47,	6.6800
619.10,	6.6900
619.72,	6.6900
620.35,	6.7000
620.97,	6.7000
621.60,	6.7000
622.23,	6.7100
622.85,	6.7100
623.48,	6.7100
624.10,	6.7100
624.73,	6.7200
625.35,	6.7200
625.98,	6.7200
626.61,	6.7300
627.23,	6.7300
627.86,	6.7300
628.48,	6.7400
629.11,	6.7500
629.73,	6.7500
630.36,	6.7600
630.98,	6.7600
631.61,	6.7600
632.23,	6.7600
632.86,	6.7600
633.48,	6.7700
634.11,	6.7800
634.73,	6.7900
635.36,	6.7900
635.98,	6.7900
636.61,	6.8000
637.23,	6.8000
637.86,	6.8000
638.48,	6.8000
639.11,	6.8100
639.73,	6.8100
640.36,	6.8200
640.98,	6.8100
641.61,	6.8200
642.23,	6.8300
642.85,	6.8300
643.48,	6.8300
644.10,	6.8300
644.73,	6.8400
645.35,	6.8400
645.98,	6.8500
646.60,	6.8500
647.22,	6.8500
647.85,	6.8500
648.47,	6.8500
649.10,	6.8600
649.72,	6.8600
650.34,	6.8700
650.97,	6.8700
651.59,	6.8700
652.22,	6.8800
652.84,	6.8800
653.46,	6.8800
654.09,	6.8900
654.71,	6.8900
655.33,	6.8900
655.96,	6.8900
656.58,	6.9000
657.20,	6.9000
657.83,	6.9000
658.45,	6.9000
659.07,	6.9100
659.70,	6.9100
660.32,	6.9100
660.94,	6.9100
661.57,	6.9100
662.19,	6.9200
662.81,	6.9200
663.43,	6.9200
664.06,	6.9300
664.68,	6.9300
665.30,	6.9300
665.93,	6.9300
666.55,	6.9400
667.17,	6.9400
667.79,	6.9500
668.42,	6.9500
669.04,	6.9500
669.66,	6.9600
670.28,	6.9600
670.91,	6.9700
671.53,	6.9700
672.15,	6.9700
672.77,	6.9700
673.39,	6.9800
674.02,	6.9800
674.64,	6.9800
675.26,	6.9800
675.88,	6.9900
676.50,	6.9900
677.13,	6.9900
677.75,	6.9900
678.37,	6.9900
678.99,	7.0000
679.61,	6.9900
680.24,	7.0000
680.86,	7.0000
681.48,	7.0000
682.10,	7.0100
682.72,	7.0100
683.34,	7.0200
683.96,	7.0200
684.59,	7.0200
685.21,	7.0300
685.83,	7.0300
686.45,	7.0300
687.07,	7.0400
687.69,	7.0400
688.31,	7.0400
688.93,	7.0400
689.56,	7.0500
690.18,	7.0500
690.80,	7.0500
691.42,	7.0600
692.04,	7.0600
692.66,	7.0600
693.28,	7.0600
693.90,	7.0600
694.52,	7.0600
695.14,	7.0700
695.76,	7.0700
696.38,	7.0700
697.00,	7.0700
697.62,	7.0700
698.25,	7.0800
698.87,	7.0800
699.49,	7.0800
700.11,	7.0800
700.73,	7.0900
701.35,	7.0900
701.97,	7.0900
702.59,	7.1000
703.21,	7.1000
703.83,	7.1100
704.45,	7.1100
705.07,	7.1100
705.69,	7.1200
706.31,	7.1200
706.93,	7.1200
707.55,	7.1300
708.17,	7.1300
708.79,	7.1300
709.40,	7.1400
710.02,	7.1400
710.64,	7.1400
711.26,	7.1400
711.88,	7.1400
712.50,	7.1400
713.12,	7.1500
713.74,	7.1500
714.36,	7.1500
714.98,	7.1500
715.60,	7.1500
716.22,	7.1600
716.84,	7.1600
717.45,	7.1600
718.07,	7.1700
718.69,	7.1700
719.31,	7.1800
719.93,	7.1800
720.55,	7.1800
721.17,	7.1800
721.79,	7.1800
722.41,	7.1900
723.02,	7.1800
723.64,	7.1800
724.26,	7.1900
724.88,	7.1900
725.50,	7.1900
726.12,	7.1900
726.73,	7.2000
727.35,	7.1900
727.97,	7.1900
728.59,	7.1900
729.21,	7.2000
729.83,	7.2000
730.44,	7.2000
731.06,	7.2000
731.68,	7.2000
732.30,	7.2000
732.92,	7.2000
733.53,	7.2000
734.15,	7.2000
734.77,	7.2100
735.39,	7.2100
736.00,	7.2100
736.62,	7.2100
737.24,	7.2000
737.86,	7.2000
738.47,	7.2100
739.09,	7.2100
739.71,	7.2100
740.33,	7.2100
740.94,	7.2100
741.56,	7.2200
742.18,	7.2100
742.79,	7.2100
743.41,	7.2200
744.03,	7.2200
744.65,	7.2200
745.26,	7.2200
745.88,	7.2200
746.50,	7.2200
747.11,	7.2200
747.73,	7.2200
748.35,	7.2200
748.96,	7.2300
749.58,	7.2200
750.20,	7.2200
750.81,	7.2200
751.43,	7.2200
752.05,	7.2200
752.66,	7.2200
753.28,	7.2200
753.90,	7.2200
754.51,	7.2200
755.13,	7.2200
755.74,	7.2200
756.36,	7.2100
756.98,	7.2100
757.59,	7.2100
758.21,	7.2100
758.82,	7.2200
759.44,	7.2200
760.06,	7.2200
760.67,	7.2200
761.29,	7.2200
761.90,	7.2200
762.52,	7.2200
763.14,	7.2100
763.75,	7.2100
764.37,	7.2200
764.98,	7.2200
765.60,	7.2100
766.21,	7.2100
766.83,	7.2100
767.44,	7.2100
768.06,	7.2200
768.67,	7.2200
769.29,	7.2200
769.90,	7.2200
770.52,	7.2200
771.14,	7.2100
771.75,	7.2100
772.37,	7.2100
772.98,	7.2100
773.59,	7.2100
774.21,	7.2100
774.82,	7.2200
775.44,	7.2200
776.05,	7.2100
776.67,	7.2100
777.28,	7.2100
777.90,	7.2100
778.51,	7.2100
779.13,	7.2100
779.74,	7.2200
780.36,	7.2100
780.97,	7.2200
781.58,	7.2200
782.20,	7.2200
782.81,	7.2200
783.43,	7.2200
784.04,	7.2200
784.66,	7.2200
785.27,	7.2200
785.88,	7.2200
786.50,	7.2200
787.11,	7.2300
787.73,	7.2300
788.34,	7.2400
788.95,	7.2500
789.57,	7.2600
790.18,	7.2700
790.79,	7.2800
791.41,	7.2900
792.02,	7.3000
792.63,	7.3100
793.25,	7.3200
793.86,	7.3300
794.47,	7.3400
795.09,	7.3600
795.70,	7.3600
796.31,	7.3700
796.93,	7.3800
797.54,	7.3900
798.15,	7.4000
798.77,	7.4000
799.38,	7.4100
799.99,	7.4100
800.61,	7.4100
801.22,	7.4200
801.83,	7.4200
802.44,	7.4200
803.06,	7.4300
803.67,	7.4300
804.28,	7.4400
804.90,	7.4400
805.51,	7.4400
806.12,	7.4400
806.73,	7.4400
807.34,	7.4500
807.96,	7.4500
808.57,	7.4500
809.18,	7.4500
809.79,	7.4500
810.41,	7.4500
811.02,	7.4600
811.63,	7.4600
812.24,	7.4600
812.85,	7.4600
813.47,	7.4700
814.08,	7.4600
814.69,	7.4600
815.30,	7.4700
815.91,	7.4700
816.53,	7.4700
817.14,	7.4800
817.75,	7.4800
818.36,	7.4800
818.97,	7.4800
819.58,	7.4900
820.20,	7.4900
820.81,	7.5000
821.42,	7.4900
822.03,	7.4900
822.64,	7.4900
823.25,	7.4900
823.86,	7.5000
824.47,	7.5000
825.09,	7.5000
825.70,	7.5000
826.31,	7.5000
826.92,	7.5100
827.53,	7.5100
828.14,	7.5100
828.75,	7.5100
829.36,	7.5200
829.97,	7.5100
830.58,	7.5100
831.19,	7.5100
831.80,	7.5100
832.42,	7.5100
833.03,	7.5100
833.64,	7.5100
834.25,	7.5100
834.86,	7.5100
835.47,	7.5200
836.08,	7.5100
836.69,	7.5100
837.30,	7.5200
837.91,	7.5200
838.52,	7.5200
839.13,	7.5200
839.74,	7.5200
840.35,	7.5200
840.96,	7.5200
841.57,	7.5200
842.18,	7.5200
842.79,	7.5200
843.40,	7.5200
844.01,	7.5200
844.62,	7.5200
845.23,	7.5200
845.84,	7.5200
846.45,	7.5200
847.06,	7.5200
847.67,	7.5200
848.27,	7.5200
848.88,	7.5200
849.49,	7.5200
850.10,	7.5200
850.71,	7.5200
851.32,	7.5200
851.93,	7.5200
852.54,	7.5200
853.15,	7.5200
853.76,	7.5300
854.37,	7.5200
854.98,	7.5200
855.58,	7.5300
856.19,	7.5300
856.80,	7.5300
857.41,	7.5300
858.02,	7.5300
858.63,	7.5300
859.24,	7.5300
859.85,	7.5300
860.45,	7.5300
861.06,	7.5300
861.67,	7.5300
862.28,	7.5300
862.89,	7.5200
863.50,	7.5200
864.10,	7.5200
864.71,	7.5200
865.32,	7.5300
865.93,	7.5200
866.54,	7.5200
867.14,	7.5200
867.75,	7.5200
868.36,	7.5200
868.97,	7.5300
869.58,	7.5300
870.18,	7.5300
870.79,	7.5300
871.40,	7.5300
872.01,	7.5300
