Call Sign = ZSDA,	Ship Name = SA Agulhas,	Lloyds Num = 0
Date = 12/06/2016,	Time = 12:02,	
Latitude = 54 01.87  S,	Longitude = 000 01.70  W
Instr = Sippican Deep Blue,	Card Type = Sippican MK-21,	
Wind Instr = ,	Measur Method = 
Probe Serial Num = -1,	Ship Dir = -1,	Ship Speed = -1.00
Wind Dir = 319,	Wind Speed = 5.60
Dry Bulb Temp = -0.50,	Total Water Depth = -1.00

Full Resolution Values
Depth,	 Temp
0.67,	-0.1300
1.34,	-0.3000
2.01,	-0.3400
2.68,	-0.3600
3.34,	-0.3600
4.01,	-0.3500
4.68,	-0.3200
5.35,	-0.3100
6.02,	-0.3100
6.69,	-0.3200
7.36,	-0.3200
8.03,	-0.3400
8.69,	-0.3500
9.36,	-0.3700
10.03,	-0.3900
10.70,	-0.4100
11.37,	-0.4300
12.04,	-0.4400
12.70,	-0.4500
13.37,	-0.4400
14.04,	-0.4500
14.71,	-0.4500
15.38,	-0.4400
16.05,	-0.4300
16.71,	-0.4100
17.38,	-0.4100
18.05,	-0.4100
18.72,	-0.4100
19.38,	-0.4500
20.05,	-0.4500
20.72,	-0.4100
21.39,	-0.4100
22.06,	-0.4200
22.72,	-0.4300
23.39,	-0.4600
24.06,	-0.4700
24.73,	-0.4700
25.39,	-0.4700
26.06,	-0.4800
26.73,	-0.4800
27.40,	-0.4900
28.06,	-0.5000
28.73,	-0.5000
29.40,	-0.5100
30.06,	-0.5100
30.73,	-0.5200
31.40,	-0.5200
32.06,	-0.5200
32.73,	-0.5200
33.40,	-0.5300
34.07,	-0.5300
34.73,	-0.5300
35.40,	-0.5300
36.07,	-0.5400
36.73,	-0.5400
37.40,	-0.5400
38.07,	-0.5400
38.73,	-0.5400
39.40,	-0.5400
40.06,	-0.5400
40.73,	-0.5400
41.40,	-0.5500
42.06,	-0.5400
42.73,	-0.5400
43.40,	-0.5500
44.06,	-0.5500
44.73,	-0.5600
45.39,	-0.5600
46.06,	-0.5600
46.73,	-0.5600
47.39,	-0.5600
48.06,	-0.5600
48.72,	-0.5700
49.39,	-0.5700
50.06,	-0.5700
50.72,	-0.5700
51.39,	-0.5800
52.05,	-0.5800
52.72,	-0.5800
53.38,	-0.5900
54.05,	-0.5900
54.71,	-0.6000
55.38,	-0.6000
56.05,	-0.6000
56.71,	-0.6000
57.38,	-0.6100
58.04,	-0.6100
58.71,	-0.6200
59.37,	-0.6200
60.04,	-0.6300
60.70,	-0.6300
61.37,	-0.6300
62.03,	-0.6300
62.70,	-0.6300
63.36,	-0.6300
64.03,	-0.6400
64.69,	-0.6500
65.36,	-0.6500
66.02,	-0.6600
66.69,	-0.6600
67.35,	-0.6600
68.01,	-0.6600
68.68,	-0.6700
69.34,	-0.6700
70.01,	-0.6800
70.67,	-0.6800
71.34,	-0.6800
72.00,	-0.6800
72.66,	-0.6900
73.33,	-0.6900
73.99,	-0.7000
74.66,	-0.7000
75.32,	-0.7100
75.98,	-0.7100
76.65,	-0.7200
77.31,	-0.7200
77.98,	-0.7300
78.64,	-0.7300
79.30,	-0.7300
79.97,	-0.7300
80.63,	-0.7200
81.30,	-0.7200
81.96,	-0.7200
82.62,	-0.7200
83.29,	-0.7300
83.95,	-0.7300
84.61,	-0.7300
85.28,	-0.7300
85.94,	-0.7400
86.60,	-0.7500
87.27,	-0.7500
87.93,	-0.7600
88.59,	-0.7700
89.26,	-0.7800
89.92,	-0.7800
90.58,	-0.7900
91.24,	-0.8000
91.91,	-0.8000
92.57,	-0.8000
93.23,	-0.8200
93.90,	-0.8300
94.56,	-0.8500
95.22,	-0.8600
95.88,	-0.8700
96.55,	-0.8800
97.21,	-0.8800
97.87,	-0.8800
98.53,	-0.8800
99.20,	-0.8900
99.86,	-0.8900
100.52,	-0.8900
101.18,	-0.8900
101.85,	-0.8900
102.51,	-0.8900
103.17,	-0.8900
103.83,	-0.9000
104.49,	-0.9000
105.16,	-0.9100
105.82,	-0.9100
106.48,	-0.9100
107.14,	-0.9200
107.80,	-0.9300
108.47,	-0.9400
109.13,	-0.9500
109.79,	-0.9600
110.45,	-0.9800
111.11,	-0.9900
111.77,	-1.0000
112.44,	-1.0000
113.10,	-1.0000
113.76,	-1.0100
114.42,	-1.0100
115.08,	-1.0200
115.74,	-1.0200
116.40,	-1.0200
117.06,	-1.0200
117.73,	-1.0200
118.39,	-1.0300
119.05,	-1.0300
119.71,	-1.0300
120.37,	-1.0300
121.03,	-1.0300
121.69,	-1.0300
122.35,	-1.0300
123.01,	-1.0200
123.67,	-1.0200
124.33,	-1.0100
125.00,	-1.0100
125.66,	-1.0000
126.32,	-1.0000
126.98,	-1.0000
127.64,	-1.0000
128.30,	-1.0000
128.96,	-1.0000
129.62,	-1.0000
130.28,	-1.0000
130.94,	-1.0100
131.60,	-1.0100
132.26,	-1.0200
132.92,	-1.0400
133.58,	-1.0700
134.24,	-1.1100
134.90,	-1.1300
135.56,	-1.1300
136.22,	-1.1400
136.88,	-1.1400
137.54,	-1.1400
138.20,	-1.1300
138.86,	-1.1300
139.52,	-1.1200
140.18,	-1.1100
140.84,	-1.1000
141.50,	-1.0800
142.16,	-1.0900
142.82,	-1.0900
143.48,	-1.0900
144.14,	-1.0900
144.79,	-1.0900
145.45,	-1.1000
146.11,	-1.1000
146.77,	-1.0900
147.43,	-1.0700
148.09,	-1.0700
148.75,	-1.0700
149.41,	-1.0500
150.07,	-0.9900
150.73,	-0.9800
151.39,	-1.0000
152.04,	-1.0200
152.70,	-1.0400
153.36,	-1.0400
154.02,	-1.0500
154.68,	-1.0500
155.34,	-1.0400
156.00,	-1.0200
156.65,	-0.9900
157.31,	-0.9700
157.97,	-0.9600
158.63,	-0.9500
159.29,	-0.9400
159.95,	-0.9400
160.60,	-0.9300
161.26,	-0.9300
161.92,	-0.9400
162.58,	-0.9600
163.24,	-0.9700
163.90,	-0.9700
164.55,	-0.9700
165.21,	-0.9700
165.87,	-0.9800
166.53,	-0.9900
167.18,	-0.9900
167.84,	-0.9800
168.50,	-0.9800
169.16,	-0.9700
169.82,	-0.9600
170.47,	-0.9500
171.13,	-0.9500
171.79,	-0.9400
172.44,	-0.9200
173.10,	-0.8900
173.76,	-0.8600
174.42,	-0.8400
175.07,	-0.8100
175.73,	-0.7800
176.39,	-0.7500
177.05,	-0.7100
177.70,	-0.6500
178.36,	-0.6100
179.02,	-0.5900
179.67,	-0.5800
180.33,	-0.5800
180.99,	-0.5700
181.64,	-0.5600
182.30,	-0.5500
182.96,	-0.5500
183.61,	-0.5500
184.27,	-0.5400
184.93,	-0.4900
185.58,	-0.4400
186.24,	-0.4100
186.90,	-0.3700
187.55,	-0.3500
188.21,	-0.3100
188.87,	-0.2800
189.52,	-0.2700
190.18,	-0.2600
190.83,	-0.2600
191.49,	-0.2500
192.15,	-0.2300
192.80,	-0.2300
193.46,	-0.2100
194.11,	-0.1900
194.77,	-0.1800
195.43,	-0.1700
196.08,	-0.1600
196.74,	-0.1500
197.39,	-0.1300
198.05,	-0.1200
198.70,	-0.1100
199.36,	-0.1000
200.02,	-0.0800
200.67,	-0.0600
201.33,	-0.0300
201.98,	0.0000
202.64,	0.0200
203.29,	0.0500
203.95,	0.0900
204.60,	0.1100
205.26,	0.1300
205.91,	0.1600
206.57,	0.1900
207.22,	0.2400
207.88,	0.3000
208.53,	0.3500
209.19,	0.3900
209.84,	0.4400
210.50,	0.5000
211.15,	0.5500
211.81,	0.5900
212.46,	0.6100
213.12,	0.6400
213.77,	0.6600
214.43,	0.6600
215.08,	0.6800
215.74,	0.7500
216.39,	0.8100
217.04,	0.8400
217.70,	0.8600
218.35,	0.8700
219.01,	0.8800
219.66,	0.8900
220.32,	0.9000
220.97,	0.9100
221.62,	0.9100
222.28,	0.9200
222.93,	0.9300
223.59,	0.9400
224.24,	0.9400
224.89,	0.9400
225.55,	0.9500
226.20,	0.9600
226.85,	0.9600
227.51,	0.9700
228.16,	0.9700
228.81,	0.9700
229.47,	0.9700
230.12,	0.9700
230.78,	0.9800
231.43,	0.9900
232.08,	1.0000
232.74,	1.0100
233.39,	1.0200
234.04,	1.0300
234.69,	1.0400
235.35,	1.0500
236.00,	1.0500
236.65,	1.0600
237.31,	1.0800
237.96,	1.1000
238.61,	1.1200
239.27,	1.1400
239.92,	1.1600
240.57,	1.1800
241.22,	1.2000
241.88,	1.2200
242.53,	1.2200
243.18,	1.2300
243.83,	1.2300
244.49,	1.2400
245.14,	1.2400
245.79,	1.2500
246.44,	1.2500
247.10,	1.2500
247.75,	1.2500
248.40,	1.2600
249.05,	1.2600
249.70,	1.2800
250.36,	1.3000
251.01,	1.3100
251.66,	1.3100
252.31,	1.3200
252.96,	1.3200
253.62,	1.3300
254.27,	1.3400
254.92,	1.3400
255.57,	1.3400
256.22,	1.3400
256.88,	1.3500
257.53,	1.3500
258.18,	1.3500
258.83,	1.3500
259.48,	1.3600
260.13,	1.3600
260.78,	1.3600
261.44,	1.3700
262.09,	1.3900
262.74,	1.4100
263.39,	1.4200
264.04,	1.4400
264.69,	1.4500
265.34,	1.4600
265.99,	1.4600
266.64,	1.4500
267.29,	1.4500
267.95,	1.4500
268.60,	1.4500
269.25,	1.4600
269.90,	1.4600
270.55,	1.4700
271.20,	1.4700
271.85,	1.4700
272.50,	1.4700
273.15,	1.4700
273.80,	1.4700
274.45,	1.4700
275.10,	1.4700
275.75,	1.4800
276.40,	1.4800
277.05,	1.4800
277.70,	1.4800
278.35,	1.4800
279.00,	1.4800
279.65,	1.4800
280.30,	1.4800
280.95,	1.4800
281.60,	1.4800
282.25,	1.4900
282.90,	1.4900
283.55,	1.5000
284.20,	1.5000
284.85,	1.5000
285.50,	1.5100
286.15,	1.5100
286.80,	1.5100
287.45,	1.5200
288.10,	1.5200
288.75,	1.5300
289.40,	1.5300
290.05,	1.5300
290.70,	1.5400
291.35,	1.5400
292.00,	1.5400
292.64,	1.5400
293.29,	1.5500
293.94,	1.5500
294.59,	1.5500
295.24,	1.5500
295.89,	1.5500
296.54,	1.5500
297.19,	1.5500
297.84,	1.5500
298.49,	1.5500
299.13,	1.5500
299.78,	1.5500
300.43,	1.5500
301.08,	1.5600
301.73,	1.5600
302.38,	1.5700
303.02,	1.5700
303.67,	1.5800
304.32,	1.5800
304.97,	1.5800
305.62,	1.5800
306.27,	1.5900
306.91,	1.5900
307.56,	1.6000
308.21,	1.6100
308.86,	1.6200
309.51,	1.6300
