Call Sign = ZSDA,	Ship Name = SA Agulhas,	Lloyds Num = 0
Date = 12/05/2016,	Time = 22:01,	
Latitude = 50 59.89  S,	Longitude = 002 28.09  E
Instr = Sippican Deep Blue,	Card Type = Sippican MK-21,	
Wind Instr = ,	Measur Method = 
Probe Serial Num = -1,	Ship Dir = -1,	Ship Speed = -1.00
Wind Dir = 353,	Wind Speed = 28.40
Dry Bulb Temp = 1.70,	Total Water Depth = -1.00

Full Resolution Values
Depth,	 Temp
0.67,	2.3900
1.34,	2.0300
2.01,	2.0300
2.68,	2.0300
3.34,	2.0300
4.01,	2.0300
4.68,	2.0300
5.35,	2.0300
6.02,	2.0500
6.69,	2.0500
7.36,	2.0400
8.03,	2.0400
8.69,	2.0400
9.36,	2.0300
10.03,	2.0300
10.70,	2.0400
11.37,	2.0300
12.04,	2.0400
12.70,	2.0400
13.37,	2.0300
14.04,	2.0300
14.71,	2.0200
15.38,	2.0200
16.05,	2.0200
16.71,	2.0200
17.38,	2.0100
18.05,	2.0100
18.72,	2.0100
19.38,	2.0000
20.05,	2.0100
20.72,	2.0100
21.39,	2.0000
22.06,	2.0100
22.72,	2.0100
23.39,	2.0100
24.06,	2.0100
24.73,	2.0100
25.39,	2.0100
26.06,	2.0000
26.73,	2.0000
27.40,	2.0000
28.06,	2.0000
28.73,	2.0000
29.40,	2.0000
30.06,	2.0000
30.73,	2.0000
31.40,	2.0100
32.06,	2.0100
32.73,	2.0000
33.40,	2.0000
34.07,	2.0000
34.73,	1.9500
35.40,	1.9100
36.07,	1.8600
36.73,	1.8300
37.40,	1.8200
38.07,	1.8300
38.73,	1.8100
39.40,	1.8000
40.06,	1.8100
40.73,	1.8200
41.40,	1.8100
42.06,	1.8000
42.73,	1.7900
43.40,	1.7900
44.06,	1.7700
44.73,	1.7700
45.39,	1.7700
46.06,	1.7700
46.73,	1.7700
47.39,	1.7700
48.06,	1.7700
48.72,	1.7700
49.39,	1.7700
50.06,	1.7700
50.72,	1.7700
51.39,	1.7700
52.05,	1.7600
52.72,	1.7600
53.38,	1.7600
54.05,	1.7600
54.71,	1.7600
55.38,	1.7600
56.05,	1.7700
56.71,	1.7600
57.38,	1.7500
58.04,	1.7500
58.71,	1.7500
59.37,	1.7500
60.04,	1.7400
60.70,	1.7500
61.37,	1.7500
62.03,	1.7400
62.70,	1.7500
63.36,	1.7500
64.03,	1.7500
64.69,	1.7500
65.36,	1.7500
66.02,	1.7500
66.69,	1.7500
67.35,	1.7500
68.01,	1.7400
68.68,	1.7400
69.34,	1.7400
70.01,	1.7400
70.67,	1.7400
71.34,	1.7500
72.00,	1.7400
72.66,	1.7400
73.33,	1.7400
73.99,	1.7400
74.66,	1.7400
75.32,	1.7300
75.98,	1.7300
76.65,	1.7200
77.31,	1.7200
77.98,	1.7300
78.64,	1.7300
79.30,	1.7300
79.97,	1.7300
80.63,	1.7200
81.30,	1.7000
81.96,	1.6800
82.62,	1.6600
83.29,	1.6400
83.95,	1.6200
84.61,	1.6100
85.28,	1.5900
85.94,	1.5800
86.60,	1.5700
87.27,	1.5800
87.93,	1.5800
88.59,	1.5600
89.26,	1.5500
89.92,	1.5600
90.58,	1.5600
91.24,	1.5500
91.91,	1.5400
92.57,	1.5200
93.23,	1.4900
93.90,	1.4700
94.56,	1.4500
95.22,	1.4400
95.88,	1.4400
96.55,	1.4300
97.21,	1.4300
97.87,	1.4300
98.53,	1.4200
99.20,	1.4200
99.86,	1.4100
100.52,	1.4000
101.18,	1.3800
101.85,	1.3700
102.51,	1.3600
103.17,	1.3500
103.83,	1.3400
104.49,	1.3200
105.16,	1.3000
105.82,	1.2800
106.48,	1.2500
107.14,	1.2400
107.80,	1.2200
108.47,	1.2100
109.13,	1.2000
109.79,	1.1900
110.45,	1.1700
111.11,	1.1500
111.77,	1.1300
112.44,	1.1200
113.10,	1.1100
113.76,	1.0900
114.42,	1.0600
115.08,	1.0400
115.74,	1.0200
116.40,	1.0200
117.06,	1.0100
117.73,	1.0100
118.39,	1.0100
119.05,	1.0000
119.71,	1.0000
120.37,	0.9900
121.03,	0.9700
121.69,	0.9700
122.35,	0.9600
123.01,	0.9600
123.67,	0.9500
124.33,	0.9400
125.00,	0.9300
125.66,	0.9200
126.32,	0.9000
126.98,	0.9000
127.64,	0.9000
128.30,	0.8800
128.96,	0.8800
129.62,	0.8900
130.28,	0.8900
130.94,	0.8700
131.60,	0.8600
132.26,	0.8600
132.92,	0.8400
133.58,	0.8300
134.24,	0.8200
134.90,	0.8300
135.56,	0.8300
136.22,	0.8200
136.88,	0.8200
137.54,	0.8100
138.20,	0.7900
138.86,	0.7800
139.52,	0.7900
140.18,	0.8000
140.84,	0.7900
141.50,	0.7900
142.16,	0.7700
142.82,	0.7700
143.48,	0.7700
144.14,	0.7800
144.79,	0.7700
145.45,	0.7600
146.11,	0.7500
146.77,	0.7500
147.43,	0.7500
148.09,	0.7500
148.75,	0.7600
149.41,	0.7600
150.07,	0.7700
150.73,	0.7800
151.39,	0.7800
152.04,	0.7800
152.70,	0.7800
153.36,	0.7900
154.02,	0.7900
154.68,	0.8000
155.34,	0.8100
156.00,	0.8000
156.65,	0.7900
157.31,	0.7900
157.97,	0.7900
158.63,	0.7800
159.29,	0.7700
159.95,	0.7600
160.60,	0.7700
161.26,	0.7800
161.92,	0.7900
162.58,	0.8000
163.24,	0.8500
163.90,	0.8800
164.55,	0.9000
165.21,	0.9100
165.87,	0.9200
166.53,	0.9200
167.18,	0.9200
167.84,	0.9300
168.50,	0.9300
169.16,	0.9400
169.82,	0.9400
170.47,	0.9400
171.13,	0.9400
171.79,	0.9600
172.44,	0.9600
173.10,	0.9700
173.76,	0.9800
174.42,	0.9800
175.07,	0.9900
175.73,	0.9900
176.39,	1.0000
177.05,	1.0200
177.70,	1.0300
178.36,	1.0500
179.02,	1.0500
179.67,	1.0700
180.33,	1.0800
180.99,	1.0900
181.64,	1.1000
182.30,	1.1100
182.96,	1.1200
183.61,	1.1200
184.27,	1.1200
184.93,	1.1300
185.58,	1.1300
186.24,	1.1300
186.90,	1.1400
187.55,	1.1500
188.21,	1.1400
188.87,	1.1500
189.52,	1.1400
190.18,	1.1500
190.83,	1.1500
191.49,	1.1600
192.15,	1.1600
192.80,	1.1600
193.46,	1.1800
194.11,	1.1900
194.77,	1.2100
195.43,	1.2300
196.08,	1.2500
196.74,	1.2700
197.39,	1.2800
198.05,	1.3000
198.70,	1.2900
199.36,	1.2800
200.02,	1.2500
200.67,	1.2400
201.33,	1.2300
201.98,	1.2200
202.64,	1.2300
203.29,	1.2200
203.95,	1.2100
204.60,	1.2200
205.26,	1.2300
205.91,	1.2500
206.57,	1.2700
207.22,	1.2600
207.88,	1.2600
208.53,	1.2700
209.19,	1.2800
209.84,	1.2800
210.50,	1.2900
211.15,	1.3000
211.81,	1.3000
212.46,	1.3100
213.12,	1.3300
213.77,	1.3600
214.43,	1.4000
215.08,	1.4300
215.74,	1.4500
216.39,	1.4700
217.04,	1.4800
217.70,	1.4800
218.35,	1.5000
219.01,	1.5400
219.66,	1.5600
220.32,	1.5800
220.97,	1.5800
221.62,	1.5800
222.28,	1.5900
222.93,	1.6000
223.59,	1.6100
224.24,	1.6200
224.89,	1.6200
225.55,	1.6200
226.20,	1.6300
226.85,	1.6300
227.51,	1.6300
228.16,	1.6300
228.81,	1.6400
229.47,	1.6600
230.12,	1.6600
230.78,	1.6600
231.43,	1.6500
232.08,	1.6500
232.74,	1.6500
233.39,	1.6500
234.04,	1.6600
234.69,	1.6600
235.35,	1.6600
236.00,	1.6600
236.65,	1.6600
237.31,	1.6700
237.96,	1.6700
238.61,	1.6800
239.27,	1.7000
239.92,	1.7000
240.57,	1.7000
241.22,	1.7100
241.88,	1.7300
242.53,	1.7400
243.18,	1.7600
243.83,	1.7800
244.49,	1.7900
245.14,	1.8100
245.79,	1.8200
246.44,	1.8500
247.10,	1.8600
247.75,	1.8600
248.40,	1.8700
249.05,	1.8800
249.70,	1.8800
250.36,	1.8900
251.01,	1.8900
251.66,	1.8900
252.31,	1.8900
252.96,	1.9000
253.62,	1.9000
254.27,	1.9000
254.92,	1.9000
255.57,	1.9000
256.22,	1.9000
256.88,	1.9200
257.53,	1.9300
258.18,	1.9300
258.83,	1.9400
259.48,	1.9500
260.13,	1.9600
260.78,	1.9700
261.44,	1.9800
262.09,	1.9900
262.74,	1.9900
263.39,	1.9900
264.04,	1.9900
264.69,	2.0000
265.34,	2.0100
265.99,	2.0200
266.64,	2.0400
267.29,	2.0500
267.95,	2.0600
268.60,	2.0600
269.25,	2.0600
269.90,	2.0600
270.55,	2.0600
271.20,	2.0700
271.85,	2.0700
272.50,	2.0800
273.15,	2.0900
273.80,	2.1000
274.45,	2.0900
275.10,	2.0900
275.75,	2.1100
276.40,	2.1100
277.05,	2.1100
277.70,	2.1100
278.35,	2.1100
279.00,	2.1200
279.65,	2.1200
280.30,	2.1200
280.95,	2.1200
281.60,	2.1200
282.25,	2.1200
282.90,	2.1300
283.55,	2.1300
284.20,	2.1300
284.85,	2.1300
285.50,	2.1300
286.15,	2.1400
286.80,	2.1400
287.45,	2.1400
288.10,	2.1400
288.75,	2.1400
289.40,	2.1300
290.05,	2.1300
290.70,	2.1400
291.35,	2.1400
292.00,	2.1400
292.64,	2.1400
293.29,	2.1400
293.94,	2.1400
294.59,	2.1400
295.24,	2.1400
295.89,	2.1400
296.54,	2.1500
297.19,	2.1500
297.84,	2.1600
298.49,	2.1700
299.13,	2.1700
299.78,	2.1600
300.43,	2.1600
301.08,	2.1500
301.73,	2.1600
302.38,	2.1800
303.02,	2.1900
303.67,	2.1900
304.32,	2.2000
304.97,	2.2100
305.62,	2.2200
306.27,	2.2200
306.91,	2.2100
307.56,	2.2200
308.21,	2.2300
308.86,	2.2300
309.51,	2.2300
310.15,	2.2200
310.80,	2.2300
311.45,	2.2400
312.10,	2.2200
312.75,	2.2400
313.39,	2.2400
314.04,	2.2300
314.69,	2.2300
315.34,	2.2300
315.98,	2.2300
316.63,	2.2400
317.28,	2.2300
317.93,	2.2300
318.57,	2.2400
319.22,	2.2400
319.87,	2.2500
320.52,	2.2500
321.16,	2.2500
321.81,	2.2600
322.46,	2.2700
323.10,	2.2600
323.75,	2.2600
324.40,	2.2500
325.04,	2.2600
325.69,	2.2600
326.34,	2.2600
326.99,	2.2600
327.63,	2.2700
328.28,	2.2700
328.93,	2.2700
329.57,	2.2700
